season_end,player_id,name,age,team,pos,g,gs,mp,per,ts_pct,usg_pct,ws,bpm,vorp,awards
2003,jeffrja01,Jared Jeffries,21,WAS,SF,20,1,292,11.1,.521,15.6,0.3,-2.3,0.0,
2003,arroyca01,Carlos Arroyo,23,UTA,PG,44,0,287,14.1,.510,23.8,0.3,-1.0,0.1,
2003,knightr01,Travis Knight,28,NYK,C,32,0,287,8.3,.424,13.0,0.2,-3.1,-0.1,
2003,willimo01,Monty Williams,31,PHI,SF,21,2,276,12.5,.489,18.1,0.5,-0.5,0.1,
2003,slayta01,Tamar Slay,22,NJN,SG,36,0,274,7.1,.428,21.0,0.0,-4.7,-0.2,
2003,brownra02,Randy Brown,34,PHO,PG,32,0,262,7.2,.425,11.2,0.2,-3.2,-0.1,
2003,millsch01,Chris Mills,33,GSW,PF,21,0,262,12.7,.443,20.1,0.3,-2.1,0.0,
2003,savovpr01,Predrag Savović,26,DEN,SG,27,0,256,6.0,.392,22.0,-0.2,-5.3,-0.2,
2003,stewami01,Michael Stewart,27,CLE,PF,47,0,251,5.9,.426,9.0,0.1,-6.4,-0.3,
2003,rakocig01,Igor Rakočević,24,MIN,PG,42,0,244,8.4,.528,18.0,0.1,-4.9,-0.2,
2003,welscji01,Jiří Welsch,23,GSW,SF,37,0,234,4.5,.348,19.4,-0.4,-7.6,-0.3,
2003,whiteja01,Jahidi White,26,WAS,C,16,8,230,14.8,.523,15.0,0.6,-4.2,-0.1,
2003,fundela01,Lawrence Funderburke,32,SAC,PF,27,0,229,11.8,.466,16.5,0.5,-2.9,-0.1,
2003,marksse01,Sean Marks,27,MIA,PF,23,0,223,3.8,.412,16.8,-0.2,-7.5,-0.3,
2003,fortsda01,Danny Fortson,26,GSW,PF,17,0,223,9.9,.442,15.6,0.2,-4.4,-0.1,
2003,jonespo01,Popeye Jones,32,DAL,PF,26,0,222,7.0,.396,16.7,0.0,-8.1,-0.3,
2003,longar01,Art Long,30,2TM,PF,26,0,211,6.2,.378,21.3,-0.3,-7.2,-0.3,
2003,longar01,Art Long,30,PHI,PF,19,0,131,7.7,.383,21.0,-0.1,-6.4,-0.1,
2003,longar01,Art Long,30,TOR,PF,7,0,80,3.6,.368,21.8,-0.3,-8.3,-0.1,
2003,abdulta01,Tariq Abdul-Wahad,28,DAL,SG,14,0,204,12.4,.470,15.0,0.4,-1.4,0.0,
2003,brunsri01,Rick Brunson,30,CHI,PG,17,0,196,13.4,.543,16.4,0.3,-1.0,0.1,
2003,murratr01,Tracy Murray,31,LAL,SF,31,0,193,5.2,.407,20.4,-0.2,-6.9,-0.2,
2003,crottjo01,John Crotty,33,DEN,PG,12,0,180,7.6,.431,14.0,0.1,-5.6,-0.2,
2003,brownti01,Tierre Brown,23,CLE,PG,15,0,168,17.4,.499,22.5,0.2,0.3,0.1,
2003,willifr02,Frank Williams,22,NYK,PG,21,0,167,6.4,.393,14.6,-0.1,-4.1,-0.1,
2003,johnske03,Ken Johnson,24,MIA,C,16,0,156,6.1,.404,13.8,0.0,-6.8,-0.2,
2003,benjaco01,Corey Benjamin,24,ATL,SG,9,0,152,7.3,.400,16.9,0.0,-6.6,-0.2,
2003,oyedeol01,Olumide Oyedeji,21,ORL,C,27,3,145,9.4,.485,10.1,0.3,-3.7,-0.1,
2003,rentzef01,Efthimios Rentzias,27,PHI,C,35,0,144,10.6,.413,20.9,0.2,-3.8,-0.1,
2003,slatere01,Reggie Slater,32,MIN,PF,26,0,141,19.2,.580,25.3,0.5,0.0,0.1,
2003,sundobr01,Bruno Šundov,22,BOS,C,26,0,138,1.2,.281,22.2,-0.4,-9.8,-0.3,
2003,eschmev01,Evan Eschmeyer,27,DAL,C,17,3,135,7.4,.409,9.0,0.2,-2.0,0.0,
2003,hardati01,Tim Hardaway,36,IND,PG,10,0,127,14.7,.483,22.0,0.2,1.0,0.1,
2003,jonesfr01,Fred Jones,23,IND,SG,19,1,115,5.5,.446,12.5,0.0,-3.7,0.0,
2003,brownda02,Damone Brown,23,TOR,PF,5,3,115,1.6,.363,17.7,-0.2,-9.2,-0.2,
2003,masonro01,Roger Mason,22,CHI,SF,17,0,113,7.4,.471,14.5,0.1,-4.3,-0.1,
2003,brezepr01,Primož Brezec,23,IND,C,22,1,111,10.9,.449,21.9,0.1,-5.5,-0.1,
2003,harriad01,Adam Harrington,22,2TM,SG,19,0,111,7.4,.387,16.5,0.0,-5.2,-0.1,
2003,harriad01,Adam Harrington,22,DAL,SG,13,0,37,1.4,.308,24.4,-0.1,-11.1,-0.1,
2003,harriad01,Adam Harrington,22,DEN,SG,6,0,74,10.4,.455,12.5,0.2,-2.3,0.0,
2003,torreos01,Óscar Torres,26,GSW,SG,17,0,109,14.7,.592,20.6,0.2,1.1,0.1,
2003,bastoma01,Maceo Baston,27,TOR,PF,16,0,106,18.0,.661,15.6,0.3,1.0,0.1,
2003,childch01,Chris Childs,35,NJN,PG,12,0,106,6.2,.352,11.6,0.1,-2.3,0.0,
2003,collija02,Jason Collier,25,HOU,C,13,3,104,15.0,.488,17.3,0.3,-1.4,0.0,
2003,malonma01,Matt Maloney,31,ATL,PG,14,0,103,9.2,.441,14.3,0.1,-3.4,0.0,
2003,bryanma01,Mark Bryant,37,3TM,PF,16,0,100,0.4,.313,12.5,-0.1,-10.2,-0.2,
2003,bryanma01,Mark Bryant,37,PHI,PF,11,0,77,1.5,.336,13.3,-0.1,-9.4,-0.1,
2003,bryanma01,Mark Bryant,37,DEN,PF,3,0,14,-5.0,.266,12.3,0.0,-15.1,0.0,
2003,bryanma01,Mark Bryant,37,BOS,PF,2,0,9,-1.1,.000,5.2,0.0,-9.6,0.0,
2003,postela01,Lavor Postell,24,NYK,SG,12,0,98,7.8,.482,24.3,-0.1,-7.4,-0.1,
2003,trepaje01,Jeff Trepagnier,23,DEN,SG,8,0,97,17.5,.522,23.4,0.2,2.9,0.1,
2003,olivede01,Dean Oliver,24,GSW,PG,15,0,93,11.2,.338,19.5,-0.1,-1.6,0.0,
2003,brownde02,Devin Brown,24,2TM,SG,10,2,93,6.9,.389,23.0,-0.1,-6.5,-0.1,
2003,brownde02,Devin Brown,24,SAS,SG,7,0,22,13.8,.551,33.5,0.0,-6.2,0.0,
2003,brownde02,Devin Brown,24,DEN,SG,3,2,71,4.8,.326,19.8,-0.1,-6.6,-0.1,
2003,rigauan01,Antoine Rigaudeau,31,DAL,SG,11,0,91,-2.4,.243,20.4,-0.4,-14.7,-0.3,
2003,mannida01,Danny Manning,36,DET,PF,13,0,89,17.9,.491,22.5,0.2,3.5,0.1,
2003,dickemi01,Michael Dickerson,27,MEM,SG,6,1,87,10.0,.553,16.7,0.1,-2.4,0.0,
2003,fortejo01,Joseph Forte,21,SEA,SG,17,0,86,3.4,.319,26.0,-0.3,-9.5,-0.2,
2003,trybace01,Cezary Trybański,23,MEM,C,15,0,86,-1.4,.287,17.0,-0.3,-12.0,-0.2,
2003,grantho01,Horace Grant,37,ORL,PF,5,1,85,13.1,.520,13.7,0.2,1.0,0.1,
2003,goldwan01,Anthony Goldwire,31,2TM,PG,15,0,85,5.4,.445,18.7,-0.1,-5.3,-0.1,
2003,goldwan01,Anthony Goldwire,31,SAS,PG,10,0,51,2.5,.318,19.0,-0.1,-5.8,0.0,
2003,goldwan01,Anthony Goldwire,31,WAS,PG,5,0,34,9.6,.707,18.3,0.0,-4.7,0.0,
2003,breweja01,Jamison Brewer,22,IND,PG,10,0,80,13.4,.525,15.2,0.2,-0.9,0.0,
2003,drewbr01,Bryce Drew,28,NOH,PG,13,0,79,9.4,.352,17.3,0.0,-1.7,0.0,
2003,nachbbo01,Boštjan Nachbar,22,HOU,SF,14,1,77,5.8,.410,24.8,-0.1,-7.5,-0.1,
2003,samakso01,Soumaila Samake,24,LAL,C,13,1,77,12.9,.442,15.5,0.2,-3.4,0.0,
2003,bagarda01,Dalibor Bagarić,22,CHI,C,10,0,76,7.1,.342,19.1,-0.1,-6.9,-0.1,
2003,huffmna01,Nate Huffman,27,TOR,C,7,0,76,11.8,.403,18.9,0.1,-6.5,-0.1,
2003,archiro01,Robert Archibald,22,MEM,PF,12,0,72,2.4,.340,21.8,-0.2,-12.0,-0.2,
2003,mccasam01,Amal McCaskill,29,ATL,C,11,0,70,7.3,.293,13.6,0.0,-5.3,-0.1,
2003,armstbr01,Brandon Armstrong,22,NJN,SG,17,0,69,3.9,.405,22.6,-0.1,-8.1,-0.1,
2003,murraro01,Ronald Murray,23,2TM,SG,14,0,62,6.6,.391,32.0,-0.3,-8.5,-0.1,
2003,murraro01,Ronald Murray,23,MIL,SG,12,0,42,10.7,.390,37.1,-0.1,-6.4,0.0,
2003,murraro01,Ronald Murray,23,SEA,SG,2,0,20,-2.0,.400,21.1,-0.1,-12.9,-0.1,
2003,hastoki01,Kirk Haston,23,NOH,SF,12,0,57,-9.1,.160,20.6,-0.4,-15.9,-0.2,
2003,cleavma01,Mateen Cleaves,25,SAC,PG,12,0,55,-3.7,.323,31.1,-0.4,-16.2,-0.2,
2003,bateeme01,Mengke Bateer,27,SAS,C,12,0,46,-8.4,.252,24.1,-0.2,-16.7,-0.2,
2003,mooremi01,Mikki Moore,27,2TM,C,8,0,43,17.9,.517,20.7,0.1,-1.8,0.0,
2003,mooremi01,Mikki Moore,27,BOS,C,3,0,12,-3.1,.000,3.9,0.0,-13.0,0.0,
2003,mooremi01,Mikki Moore,27,ATL,C,5,0,31,26.1,.549,27.2,0.1,2.5,0.0,
2003,crawfch01,Chris Crawford,27,ATL,PF,5,0,38,28.8,.726,22.3,0.2,7.8,0.1,
2003,sanchpe01,Pepe Sánchez,25,DET,PG,9,0,37,11.0,.000,9.1,0.0,4.0,0.1,
2003,maddoti01,Tito Maddox,21,HOU,SG,9,0,35,11.2,.354,24.4,0.0,-1.4,0.0,
2003,harvean01,Antonio Harvey,32,ATL,PF,4,0,32,2.9,.400,11.5,0.0,-6.6,0.0,
2003,fordal02,Alton Ford,21,PHO,PF,11,0,31,-2.2,.339,17.8,-0.1,-14.7,-0.1,
2003,wolkoru01,Rubén Wolkowyski,29,BOS,PF,7,0,24,1.2,.434,13.1,0.0,-8.8,0.0,
2003,willibr01,Brandon Williams,27,ATL,SF,6,0,19,-10.4,.143,24.1,-0.2,-21.8,-0.1,
2003,cardibr01,Brian Cardinal,25,WAS,PF,5,0,15,13.8,.410,18.5,0.0,-2.8,0.0,
2003,stricma01,Mark Strickland,32,DAL,SF,4,0,13,16.3,.400,20.9,0.0,-3.8,0.0,
2003,smithch04,Charles Smith,27,POR,SG,3,0,13,5.9,.434,24.0,0.0,-6.5,0.0,
2003,hamilze01,Zendon Hamilton,27,TOR,C,3,0,12,17.7,.510,26.2,0.0,-3.1,0.0,
2003,livinra01,Randy Livingston,27,NOH,PG,2,0,12,19.6,.615,18.5,0.1,0.0,0.0,
2003,dudlech02,Chris Dudley,37,POR,C,3,0,11,-1.7,.000,4.2,0.0,-12.7,0.0,
2003,reiddo01,Don Reid,29,DET,PF,1,0,10,-17.3,.129,18.7,-0.1,-27.5,-0.1,
2003,guytoaj01,A.J. Guyton,24,GSW,PG,2,0,9,-9.0,.000,23.6,-0.1,-16.4,0.0,
2003,sampsja01,Jamal Sampson,19,MIL,PF,5,0,8,8.4,.000,11.6,0.0,-3.2,0.0,
2003,marshdo02,Donny Marshall,30,NJN,SF,3,0,6,-20.7,.000,30.1,-0.1,-29.5,0.0,
2003,owensch01,Chris Owens,23,MEM,SF,1,0,6,20.1,.667,30.0,0.0,-0.5,0.0,
2003,boumtru01,Ruben Boumtje-Boumtje,24,POR,C,2,0,5,18.4,.000,9.2,0.0,6.7,0.0,
2003,shirlpa01,Paul Shirley,25,ATL,PF,2,0,5,-28.0,.000,36.7,-0.1,-26.0,0.0,
2003,ruckegu01,Guy Rucker,25,GSW,PF,3,0,4,7.8,,0.0,0.0,5.6,0.0,
2003,,League Average,,,,,,,,.519,19.9,,,,
2004,johnsjo02,Joe Johnson,22,PHO,SG,82,77,3331,13.9,.491,21.6,3.3,-1.3,0.6,
2004,stojape01,Peja Stojaković,26,SAC,SF,81,81,3264,21.8,.624,23.9,13.5,3.9,4.9,MVP-4;AS;NBA2
2004,marbust01,Stephon Marbury,26,2TM,PG,81,81,3254,20.4,.519,25.8,9.1,3.2,4.3,
2004,marbust01,Stephon Marbury,26,PHO,PG,34,34,1415,19.9,.515,25.0,3.5,3.0,1.8,
2004,marbust01,Stephon Marbury,26,NYK,PG,47,47,1839,20.9,.523,26.3,5.5,3.4,2.5,
2004,garneke01,Kevin Garnett,27,MIN,PF,82,82,3231,29.4,.547,29.6,18.3,10.2,10.0,MVP-1;DPOY-6;AS;NBA1;DEF1
2004,moblecu01,Cuttino Mobley,28,HOU,SG,80,80,3229,14.1,.535,20.1,7.6,1.4,2.8,
2004,mariosh01,Shawn Marion,25,PHO,SF,79,79,3217,19.9,.513,22.7,9.1,3.6,4.6,
2004,francst01,Steve Francis,26,HOU,PG,79,79,3194,15.8,.501,24.0,7.1,1.4,2.7,AS
2004,jefferi01,Richard Jefferson,23,NJN,SF,82,82,3133,18.1,.573,22.8,11.0,2.3,3.4,
2004,jamesle01,LeBron James,19,CLE,SG,79,79,3122,18.3,.488,28.2,5.1,1.7,2.9,MVP-9;ROY-1
2004,jacksji01,Jim Jackson,33,HOU,SF,80,80,3119,12.2,.540,17.3,6.6,0.6,2.1,
2004,stoudda01,Damon Stoudamire,30,POR,PG,82,82,3118,14.8,.508,19.2,5.9,0.2,1.7,
2004,sprewla01,Latrell Sprewell,33,MIN,SF,82,82,3100,14.7,.493,23.6,5.7,-0.3,1.3,
2004,piercpa01,Paul Pierce,26,BOS,SG,80,80,3099,19.4,.517,30.5,7.1,2.0,3.2,AS
2004,randoza01,Zach Randolph,22,POR,PF,81,80,3067,19.6,.528,27.6,7.1,-0.5,1.2,MIP-1
2004,wallabe01,Ben Wallace,29,DET,C,81,81,3050,17.3,.441,15.3,10.2,3.5,4.3,MVP-7;DPOY-2;AS;NBA2;DEF1
2004,reddmi01,Michael Redd,24,MIL,SG,82,82,3021,19.9,.544,26.3,9.7,2.5,3.5,MVP-14;AS;NBA3
2004,terryja01,Jason Terry,26,ATL,PG,81,78,3018,16.2,.519,23.2,5.1,0.3,1.7,
2004,odomla01,Lamar Odom,24,MIA,PF,80,80,3003,18.5,.516,24.5,8.4,2.9,3.8,
2004,jonesed02,Eddie Jones,32,MIA,SG,81,81,2998,16.7,.538,22.5,9.1,2.5,3.4,
2004,anthoca01,Carmelo Anthony,19,DEN,SF,82,82,2995,17.6,.509,28.5,6.1,0.1,1.6,MVP-14;ROY-2
2004,marshdo01,Donyell Marshall,30,2TM,PF,82,74,2988,18.9,.548,19.5,10.4,2.7,3.6,
2004,marshdo01,Donyell Marshall,30,CHI,PF,16,8,408,13.8,.480,18.3,0.7,-0.5,0.1,
2004,marshdo01,Donyell Marshall,30,TOR,PF,66,66,2580,19.7,.558,19.7,9.8,3.3,3.4,
2004,bibbymi01,Mike Bibby,25,SAC,PG,82,82,2980,19.3,.564,22.9,9.3,2.4,3.3,
2004,snower01,Eric Snow,30,PHI,PG,82,82,2966,13.5,.494,16.5,5.5,-1.3,0.5,
2004,jacksst02,Stephen Jackson,25,ATL,SF,80,78,2940,16.1,.521,25.0,4.4,0.1,1.5,
2004,richaja01,Jason Richardson,23,GSW,SG,78,78,2936,16.8,.504,25.8,5.2,0.5,1.9,
2004,lewisra02,Rashard Lewis,24,SEA,SF,80,80,2931,17.5,.527,23.4,6.5,1.0,2.2,
2004,nowitdi01,Dirk Nowitzki,25,DAL,C,77,77,2915,22.5,.561,24.5,11.5,3.8,4.3,MVP-10;AS;NBA3
2004,kirilan01,Andrei Kirilenko,22,UTA,PF,78,78,2895,22.6,.559,21.9,11.6,7.9,7.2,MVP-13;DPOY-5;AS;DEF2
2004,howarju01,Juwan Howard,30,ORL,PF,81,77,2877,15.6,.513,23.9,3.6,-2.9,-0.6,
2004,robincl02,Clifford Robinson,37,GSW,PF,82,82,2846,10.8,.473,19.3,2.0,-1.1,0.6,DPOY-8
2004,kittlke01,Kerry Kittles,29,NJN,SG,82,82,2842,14.7,.526,18.4,7.6,1.6,2.6,
2004,walkean02,Antoine Walker,27,DAL,PF,82,82,2840,15.8,.475,21.8,3.9,0.5,1.8,
2004,millean02,Andre Miller,27,DEN,PG,82,82,2838,18.8,.541,20.7,8.8,2.5,3.3,
2004,cassesa01,Sam Cassell,34,MIN,PG,81,81,2838,22.8,.566,27.2,12.1,4.4,4.6,MVP-10;AS;NBA2
2004,paytoga01,Gary Payton,35,LAL,PG,82,82,2825,17.3,.528,20.4,8.1,2.0,2.9,
2004,crawfja01,Jamal Crawford,23,CHI,SG,80,73,2811,15.9,.486,25.7,4.1,1.4,2.4,
2004,onealje01,Jermaine O'Neal,25,IND,PF,78,78,2788,21.1,.489,30.2,9.0,2.4,3.1,MVP-3;AS;NBA2
2004,cartevi01,Vince Carter,27,TOR,SG,73,73,2785,20.0,.501,32.5,6.0,3.6,3.9,AS
2004,chrisdo01,Doug Christie,33,SAC,SG,82,82,2780,14.0,.544,14.9,5.7,0.8,2.0,DEF2
2004,finlemi01,Michael Finley,30,DAL,SG,72,72,2778,17.8,.539,20.9,7.6,1.8,2.7,
2004,magloja01,Jamaal Magloire,25,NOH,C,82,82,2777,16.5,.551,20.0,7.6,-1.6,0.3,AS
2004,hamilri01,Richard Hamilton,25,DET,SG,78,78,2772,16.8,.522,25.7,8.1,1.2,2.3,
2004,billuch01,Chauncey Billups,27,DET,PG,78,78,2758,18.6,.550,23.5,11.3,3.6,3.9,
2004,brownpj01,P.J. Brown,34,NOH,PF,80,80,2753,15.7,.527,14.8,8.1,0.7,1.9,
2004,artesro01,Metta World Peace,24,IND,SF,73,71,2714,18.2,.511,26.2,8.0,3.5,3.8,DPOY-1;AS;NBA3;DEF1
2004,hinriki01,Kirk Hinrich,23,CHI,PG,76,66,2706,13.1,.510,18.2,4.1,-0.8,0.8,ROY-4
2004,princta01,Tayshaun Prince,23,DET,SF,82,80,2701,13.3,.536,15.6,7.5,1.8,2.6,
2004,thomake01,Kenny Thomas,26,PHI,PF,74,72,2699,15.9,.527,19.6,6.6,-0.7,0.9,
2004,mingya01,Yao Ming,23,HOU,C,82,82,2692,21.9,.586,25.3,11.4,2.8,3.2,MVP-14;AS;NBA3
2004,davisba01,Baron Davis,24,NOH,PG,67,66,2686,20.7,.492,30.1,7.5,5.2,4.8,MVP-10;AS;NBA3
2004,abdursh01,Shareef Abdur-Rahim,27,2TM,PF,85,56,2684,19.9,.557,24.4,8.1,1.6,2.4,
2004,abdursh01,Shareef Abdur-Rahim,27,ATL,PF,53,53,1956,21.2,.568,24.8,6.6,2.3,2.1,
2004,abdursh01,Shareef Abdur-Rahim,27,POR,PF,32,3,728,16.5,.522,23.3,1.5,-0.4,0.3,
2004,mcgratr01,Tracy McGrady,24,ORL,SG,67,67,2675,25.3,.526,33.2,8.4,6.4,5.7,AS;NBA2
2004,brandel01,Elton Brand,24,LAC,PF,69,68,2670,23.2,.567,23.4,9.7,4.0,4.0,
2004,ratlith01,Theo Ratliff,30,2TM,C,85,83,2664,14.4,.521,13.2,5.2,0.3,1.5,DPOY-3;DEF2
2004,ratlith01,Theo Ratliff,30,ATL,C,53,52,1648,12.9,.500,14.5,2.3,-0.8,0.5,
2004,ratlith01,Theo Ratliff,30,POR,C,32,31,1016,16.8,.566,11.2,3.0,2.1,1.0,
2004,maggeco01,Corey Maggette,24,LAC,SF,73,72,2628,20.1,.586,25.2,8.6,2.1,2.7,
2004,bowenbr01,Bruce Bowen,32,SAS,SF,82,82,2624,8.2,.512,11.3,5.4,-0.5,1.0,DPOY-4;DEF1
2004,millebr01,Brad Miller,27,SAC,PF,72,53,2621,19.4,.579,17.6,10.0,3.1,3.4,AS
2004,nashst01,Steve Nash,29,DAL,PG,78,78,2612,20.5,.590,19.5,8.8,2.5,3.0,
2004,boozeca01,Carlos Boozer,22,CLE,PF,75,75,2592,20.8,.567,20.0,9.4,2.1,2.7,
2004,alstora01,Rafer Alston,27,MIA,PG,82,28,2581,13.7,.509,17.3,5.9,0.9,1.9,6MOY-7
2004,parketo01,Tony Parker,21,SAS,PG,75,75,2577,15.7,.516,22.3,7.5,0.8,1.8,
2004,davisan01,Antonio Davis,35,2TM,C,80,79,2570,11.8,.465,15.5,3.8,-2.4,-0.3,
2004,davisan01,Antonio Davis,35,TOR,C,15,15,538,10.6,.456,14.7,0.9,-3.7,-0.2,
2004,davisan01,Antonio Davis,35,CHI,C,65,64,2032,12.1,.467,15.7,2.9,-2.1,0.0,
2004,thomaku01,Kurt Thomas,31,NYK,PF,80,75,2548,14.1,.503,18.5,5.0,-0.8,0.8,
2004,ilgauzy01,Zydrunas Ilgauskas,28,CLE,C,81,81,2539,20.2,.541,23.1,7.8,0.9,1.9,
2004,masonde01,Desmond Mason,26,MIL,SF,82,31,2534,15.7,.552,21.8,5.7,-0.4,1.0,6MOY-6
2004,duncati01,Tim Duncan,27,SAS,PF,69,68,2527,27.1,.534,29.7,13.1,8.5,6.7,MVP-2;DPOY-7;AS;NBA1;DEF2
2004,boshch01,Chris Bosh,19,TOR,C,75,63,2510,15.1,.513,18.3,6.2,-0.8,0.8,ROY-5
2004,hilarne01,Nenê,21,DEN,PF,77,77,2504,14.8,.578,17.0,6.1,-0.3,1.1,
2004,roseja01,Jalen Rose,31,2TM,SF,66,64,2497,12.4,.485,24.1,1.5,-2.6,-0.4,
2004,roseja01,Jalen Rose,31,CHI,SF,16,14,529,10.8,.477,21.9,0.3,-3.4,-0.2,
2004,roseja01,Jalen Rose,31,TOR,PG,50,50,1968,12.8,.487,24.7,1.3,-2.4,-0.2,
2004,davisri01,Ricky Davis,24,2TM,SF,79,27,2474,16.1,.533,23.0,4.4,0.1,1.3,6MOY-14
2004,davisri01,Ricky Davis,24,CLE,SG,22,22,796,14.2,.488,23.2,0.7,-0.8,0.2,
2004,davisri01,Ricky Davis,24,BOS,SF,57,5,1678,17.0,.554,23.0,3.7,0.5,1.1,
2004,onealsh01,Shaquille O'Neal,31,LAL,C,67,67,2464,24.4,.578,26.3,9.9,4.8,4.1,MVP-6;DPOY-10;AS;NBA1
2004,gasolpa01,Pau Gasol,23,MEM,PF,78,78,2458,21.7,.542,26.8,8.1,2.9,3.0,
2004,poseyja01,James Posey,27,MEM,SG,82,82,2451,18.8,.614,18.9,10.0,3.7,3.5,DPOY-10
2004,kiddja01,Jason Kidd,30,NJN,PG,67,66,2450,19.7,.485,24.6,7.2,4.7,4.2,MVP-8;AS;NBA1;DEF2
2004,bryanko01,Kobe Bryant,25,LAL,SG,65,64,2447,23.7,.551,29.1,10.7,5.6,4.7,MVP-5;DPOY-10;AS;NBA1;DEF1
2004,stevede01,DeShawn Stevenson,22,2TM,SF,80,78,2444,11.6,.473,20.4,1.5,-3.0,-0.6,
2004,stevede01,DeShawn Stevenson,22,UTA,SG,54,54,1511,12.2,.479,22.3,1.5,-2.4,-0.2,
2004,stevede01,DeShawn Stevenson,22,ORL,SF,26,24,933,10.5,.460,17.3,0.0,-3.9,-0.5,
2004,harrial01,Al Harrington,23,IND,PF,79,15,2441,14.9,.514,22.9,5.9,-0.7,0.8,6MOY-2
2004,dampier01,Erick Dampier,28,GSW,C,74,74,2403,20.1,.573,17.8,8.9,1.0,1.8,
2004,blounma01,Mark Blount,28,BOS,C,82,73,2402,16.0,.601,16.1,6.5,-0.5,0.9,
2004,wallara01,Rasheed Wallace,29,3TM,PF,68,66,2390,17.8,.510,23.4,6.2,2.3,2.6,
2004,wallara01,Rasheed Wallace,29,POR,SF,45,44,1675,17.5,.520,23.3,3.9,1.5,1.5,
2004,wallara01,Rasheed Wallace,29,ATL,PF,1,1,42,13.7,.395,30.7,-0.1,-3.3,0.0,
2004,wallara01,Rasheed Wallace,29,DET,PF,22,21,673,18.8,.495,23.2,2.4,4.6,1.1,
2004,jamisan01,Antawn Jamison,27,DAL,SF,82,2,2376,21.2,.581,20.7,9.0,1.7,2.2,6MOY-1
2004,mcinnje01,Jeff McInnis,29,2TM,PG,70,57,2365,15.1,.511,18.2,4.9,-0.5,0.9,
2004,mcinnje01,Jeff McInnis,29,POR,SG,39,26,1269,15.0,.517,19.0,2.6,-0.6,0.4,
2004,mcinnje01,Jeff McInnis,29,CLE,PG,31,31,1096,15.3,.503,17.1,2.3,-0.2,0.5,
2004,nestera01,Rasho Nesterović,27,SAS,C,82,82,2353,15.3,.473,16.8,7.2,1.1,1.9,
2004,vanhoke01,Keith Van Horn,28,2TM,SF,72,62,2340,17.8,.564,23.6,6.3,1.2,1.9,
2004,vanhoke01,Keith Van Horn,28,NYK,SF,47,47,1574,17.2,.549,24.2,3.9,0.9,1.2,
2004,vanhoke01,Keith Van Horn,28,MIL,SF,25,15,766,18.9,.595,22.5,2.4,2.0,0.8,
2004,richaqu01,Quentin Richardson,23,LAC,SG,65,64,2338,15.1,.484,24.6,2.4,-0.8,0.7,
2004,dunlemi02,Mike Dunleavy,23,GSW,SF,75,69,2336,15.1,.547,18.6,5.2,1.3,2.0,
2004,luety01,Tyronn Lue,26,ORL,PG,76,69,2332,12.6,.518,17.4,2.1,-2.5,-0.3,
2004,radmavl01,Vladimir Radmanović,23,SEA,PF,77,38,2321,15.1,.533,19.5,4.2,0.8,1.6,6MOY-15
2004,divacvl01,Vlade Divac,35,SAC,C,81,81,2317,16.3,.511,18.6,5.3,2.0,2.4,
2004,grantbr01,Brian Grant,31,MIA,C,76,76,2303,12.1,.502,15.2,4.9,-2.0,0.0,
2004,hassetr01,Trenton Hassell,24,MIN,SG,81,74,2264,8.2,.498,9.5,4.0,-1.3,0.4,
2004,ginobma01,Manu Ginóbili,26,SAS,SG,77,38,2260,18.5,.536,22.1,9.1,4.7,3.8,6MOY-3
2004,millere01,Reggie Miller,38,IND,SG,80,80,2254,16.1,.600,15.4,8.9,3.5,3.1,
2004,smithjo02,Joe Smith,28,MIL,PF,76,76,2254,16.6,.510,18.0,6.3,-0.4,0.9,
2004,martike01,Kenyon Martin,26,NJN,PF,65,62,2252,18.7,.528,25.0,6.7,1.9,2.2,DPOY-9;AS
2004,armstda01,Darrell Armstrong,35,NOH,PG,79,22,2247,15.6,.525,19.4,5.3,2.4,2.5,6MOY-13
2004,brownkw01,Kwame Brown,21,WAS,PF,74,57,2239,15.7,.547,17.3,4.9,-0.6,0.8,
2004,lenarvo01,Voshon Lenard,30,DEN,SG,73,70,2233,13.5,.512,21.9,4.0,-1.4,0.3,
2004,collija04,Jason Collins,25,NJN,C,78,78,2220,10.0,.497,11.9,4.9,-1.5,0.3,
2004,dalemsa01,Samuel Dalembert,22,PHI,C,82,53,2197,16.1,.566,14.1,6.9,0.3,1.3,
2004,jamesmi01,Mike James,28,2TM,PG,81,55,2196,14.4,.528,17.4,5.2,0.2,1.2,
2004,jamesmi01,Mike James,28,BOS,PG,55,55,1684,14.4,.533,17.1,3.8,0.3,1.0,
2004,jamesmi01,Mike James,28,DET,PG,26,0,512,14.3,.512,18.4,1.4,0.0,0.3,
2004,welscji01,Jiří Welsch,24,BOS,SG,81,68,2179,12.6,.531,17.4,3.6,-0.9,0.6,
2004,cambyma01,Marcus Camby,29,DEN,C,72,72,2162,17.8,.511,14.3,6.9,2.5,2.5,
2004,curryed01,Eddy Curry,21,CHI,PF,73,63,2154,14.8,.538,24.3,3.0,-2.8,-0.5,
2004,ostergr01,Greg Ostertag,30,UTA,C,78,51,2153,14.3,.506,13.4,5.0,0.5,1.4,
2004,allenra02,Ray Allen,28,SEA,SG,56,56,2152,21.7,.566,27.8,6.9,4.0,3.2,AS
2004,petermo01,Morris Peterson,26,TOR,SF,82,29,2148,12.1,.539,15.7,4.9,0.1,1.1,
