season_end,player_id,name,age,team,pos,g,gs,mp,per,ts_pct,usg_pct,ws,bpm,vorp,awards
1998,brownde01,Dee Brown,29,BOS,SG,41,10,811,11.4,.524,16.0,1.3,-0.8,0.2,
1998,brownde01,Dee Brown,29,TOR,SG,31,2,908,16.8,.580,17.7,2.1,1.6,0.8,
1998,roseja01,Jalen Rose,25,IND,SF,82,0,1706,14.1,.545,23.4,3.3,-0.6,0.6,
1998,daviste01,Terry Davis,30,WAS,PF,74,66,1705,10.5,.524,9.5,3.6,-2.7,-0.3,
1998,parksch02,Cherokee Parks,25,MIN,C,79,43,1703,13.6,.533,15.4,3.8,-2.3,-0.1,
1998,longllu01,Luc Longley,29,CHI,C,58,58,1703,13.5,.492,21.2,3.4,-0.9,0.5,
1998,anderni01,Nick Anderson,30,ORL,SF,58,44,1701,19.6,.529,25.0,5.3,4.8,2.9,
1998,douglsh01,Sherman Douglas,31,NJN,PG,80,11,1699,15.6,.541,17.9,4.0,0.6,1.1,
1998,barroda01,Dana Barros,30,BOS,PG,80,15,1686,18.6,.583,20.0,5.6,3.5,2.3,
1998,delkto01,Tony Delk,24,2TM,PG,77,9,1681,13.1,.452,25.3,0.8,-1.5,0.2,
1998,delkto01,Tony Delk,24,CHH,PG,3,0,34,2.4,.820,12.1,0.0,-6.5,0.0,
1998,delkto01,Tony Delk,24,GSW,PG,74,9,1647,13.3,.450,25.5,0.8,-1.4,0.3,
1998,perkisa01,Sam Perkins,36,SEA,PF,81,0,1675,13.6,.550,16.3,4.5,1.4,1.4,
1998,nashst01,Steve Nash,23,PHO,PG,76,9,1664,15.6,.556,19.6,4.8,1.4,1.4,
1998,slatere01,Reggie Slater,27,TOR,PF,78,28,1662,12.4,.520,18.5,1.5,-4.6,-1.1,
1998,pippesc01,Scottie Pippen,32,CHI,SF,44,44,1652,20.4,.533,24.4,6.6,5.0,2.9,MVP-10;DPOY-9;NBA3;DEF1
1998,sealyma01,Malik Sealy,27,DET,SF,77,10,1641,12.8,.505,18.8,3.2,-0.6,0.6,
1998,stronde01,Derek Strong,29,ORL,PF,58,8,1638,16.6,.497,22.8,4.4,-1.1,0.4,
1998,seikaro01,Rony Seikaly,32,2TM,C,56,49,1636,15.0,.514,24.3,2.7,-1.9,0.1,
1998,seikaro01,Rony Seikaly,32,ORL,C,47,47,1484,15.8,.524,24.9,2.8,-1.5,0.2,
1998,seikaro01,Rony Seikaly,32,NJN,C,9,2,152,6.8,.397,18.6,-0.1,-6.1,-0.2,
1998,olajuha01,Hakeem Olajuwon,35,HOU,C,47,45,1633,20.8,.531,23.7,4.5,3.0,2.1,
1998,milleol01,Oliver Miller,27,TOR,C,64,53,1628,12.8,.485,14.7,0.9,-1.8,0.1,
1998,andersh01,Shandon Anderson,24,UTA,SG,82,2,1602,15.7,.586,19.5,4.2,0.7,1.1,
1998,barrybr01,Brent Barry,26,2TM,SG,58,36,1600,14.3,.558,18.7,2.7,0.5,1.0,
1998,barrybr01,Brent Barry,26,LAC,SG,41,36,1341,14.9,.564,19.6,2.0,0.5,0.8,
1998,barrybr01,Brent Barry,26,MIA,SG,17,0,259,11.2,.520,13.7,0.7,0.5,0.2,
1998,childch01,Chris Childs,30,NYK,PG,68,0,1599,11.6,.524,15.0,3.7,-0.2,0.7,
1998,guglito01,Tom Gugliotta,28,MIN,SF,41,41,1582,20.5,.561,23.6,5.0,3.2,2.1,
1998,boguemu01,Muggsy Bogues,33,2TM,PG,61,31,1570,12.4,.492,12.7,1.7,-1.4,0.3,
1998,boguemu01,Muggsy Bogues,33,CHH,PG,2,0,16,20.6,.510,19.9,0.1,6.0,0.0,
1998,boguemu01,Muggsy Bogues,33,GSW,PG,59,31,1554,12.3,.491,12.7,1.7,-1.4,0.2,
1998,besttr01,Travis Best,25,IND,PG,82,0,1547,13.6,.498,20.0,3.3,0.3,0.9,
1998,washier01,Eric Washington,23,DEN,SG,66,36,1539,9.6,.478,17.9,-0.3,-4.1,-0.8,
1998,shawbr01,Brian Shaw,31,2TM,PG,59,34,1530,9.1,.397,16.3,0.1,-3.3,-0.5,
1998,shawbr01,Brian Shaw,31,GSW,PG,39,32,1028,8.7,.390,16.8,-0.3,-3.7,-0.4,
1998,shawbr01,Brian Shaw,31,PHI,PG,20,2,502,10.0,.411,15.3,0.4,-2.5,-0.1,
1998,declean01,Andrew DeClercq,24,BOS,C,81,49,1523,13.2,.530,14.1,3.4,-2.3,-0.1,
1998,tayloma01,Maurice Taylor,21,LAC,PF,71,3,1513,16.1,.521,26.1,1.8,-3.8,-0.7,
1998,battito01,Tony Battie,21,DEN,PF,65,49,1506,13.3,.477,20.2,0.5,-3.9,-0.7,
1998,stricer01,Erick Strickland,24,DAL,SG,67,19,1505,9.3,.429,21.3,-0.9,-5.0,-1.1,
1998,knightr01,Travis Knight,23,BOS,C,74,21,1503,13.6,.499,16.4,3.0,-1.2,0.3,
1998,lynchge01,George Lynch,27,VAN,SF,82,0,1493,16.8,.526,20.5,2.5,-0.2,0.7,
1998,perduwi01,Will Perdue,32,SAS,C,79,30,1491,14.8,.557,13.7,4.7,0.2,0.8,
1998,johnsed03,Eddie Johnson,38,HOU,SF,75,1,1490,13.1,.524,20.3,2.2,-2.0,0.0,
1998,colesbi01,Bimbo Coles,29,GSW,PG,53,44,1471,10.4,.444,16.8,0.9,-3.5,-0.6,
1998,williwa02,Walt Williams,27,2TM,SF,59,17,1470,13.4,.508,20.9,2.2,-0.4,0.6,
1998,williwa02,Walt Williams,27,TOR,SF,28,16,876,13.0,.504,19.9,0.8,-1.1,0.2,
1998,williwa02,Walt Williams,27,POR,SF,31,1,594,14.0,.513,22.4,1.4,0.6,0.4,
1998,polynol01,Olden Polynice,33,SAC,C,70,25,1458,14.7,.464,21.1,1.5,-2.5,-0.2,
1998,persoch01,Chuck Person,33,SAS,PF,61,11,1455,8.3,.494,15.5,2.1,-1.6,0.1,
1998,recasel01,Eldridge Recasner,30,ATL,SG,59,14,1454,13.0,.563,18.4,2.9,-0.4,0.6,
1998,fostegr01,Greg Foster,29,UTA,C,78,49,1446,8.9,.483,16.8,1.3,-4.9,-1.1,
1998,augmost01,Stacey Augmon,29,POR,SG,71,23,1445,10.3,.457,16.3,1.8,-1.6,0.2,
1998,pricema01,Mark Price,33,ORL,PG,63,33,1430,14.9,.518,23.7,1.7,-0.4,0.6,
1998,caffeja01,Jason Caffey,24,2TM,PF,80,14,1423,13.9,.526,20.4,2.7,-2.3,-0.1,
1998,caffeja01,Jason Caffey,24,CHI,PF,51,8,710,14.4,.548,18.4,2.0,-1.4,0.1,
1998,caffeja01,Jason Caffey,24,GSW,PF,29,6,713,13.4,.509,22.4,0.7,-3.2,-0.2,
1998,chilcpe01,Pete Chilcutt,29,VAN,PF,82,0,1420,12.6,.526,14.0,2.0,-0.5,0.5,
1998,macksa01,Sam Mack,27,VAN,SF,57,54,1414,12.4,.519,20.8,1.1,-1.9,0.0,
1998,potapvi01,Vitaly Potapenko,22,CLE,C,80,0,1412,11.0,.517,22.3,1.5,-4.1,-0.8,
1998,deherte01,Terry Dehere,26,SAC,PG,77,18,1410,10.8,.494,18.6,1.0,-3.4,-0.5,
1998,murdoer01,Eric Murdock,29,MIA,PG,82,1,1395,15.7,.520,19.8,4.1,2.2,1.5,
1998,trentga01,Gary Trent,23,2TM,PF,54,20,1360,16.2,.527,22.8,3.1,-0.8,0.4,
1998,trentga01,Gary Trent,23,POR,PF,41,13,1005,16.7,.547,22.6,2.8,0.8,0.7,
1998,trentga01,Gary Trent,23,TOR,PF,13,7,355,14.9,.474,23.4,0.3,-5.2,-0.3,
1998,gatlich01,Chris Gatling,30,NJN,PF,57,16,1359,16.0,.496,24.3,2.4,-2.0,0.0,
1998,williho01,Hot Rod Williams,35,PHO,C,71,30,1333,11.5,.525,9.2,3.7,-0.2,0.6,
1998,pricebr01,Brent Price,29,HOU,PG,72,2,1332,10.9,.575,15.8,1.6,-2.0,0.0,
1998,roberst01,Stanley Roberts,27,MIN,C,74,44,1328,11.9,.503,17.5,1.8,-4.1,-0.7,
1998,mckeyde01,Derrick McKey,31,IND,SF,57,4,1316,10.7,.497,15.9,2.1,-0.2,0.6,
1998,willimo01,Monty Williams,26,SAS,SF,72,16,1314,11.3,.505,18.9,2.3,-1.8,0.1,
1998,willije01,Jerome Williams,24,DET,PF,77,3,1305,16.3,.568,15.0,4.5,0.6,0.9,
1998,bowenbr01,Bruce Bowen,26,BOS,SF,61,9,1305,11.0,.483,13.4,2.2,-0.4,0.5,
1998,alexaco01,Cory Alexander,24,2TM,PG,60,22,1298,15.2,.548,19.8,2.2,0.5,0.8,
1998,alexaco01,Cory Alexander,24,SAS,PG,37,3,501,11.1,.512,19.5,0.7,-1.2,0.1,
1998,alexaco01,Cory Alexander,24,DEN,PG,23,19,797,17.8,.569,19.9,1.5,1.5,0.7,
1998,johnske02,Kevin Johnson,31,PHO,PG,50,12,1290,15.6,.555,18.6,3.5,0.5,0.8,
1998,ostergr01,Greg Ostertag,24,UTA,C,63,23,1288,12.5,.494,13.5,2.2,-1.1,0.3,
1998,schayda01,Danny Schayes,38,ORL,C,74,33,1272,10.9,.479,17.5,2.0,-3.3,-0.4,
1998,wilkige01,Gerald Wilkins,34,ORL,SG,72,16,1252,5.4,.398,20.4,-1.2,-6.6,-1.5,
1998,richapo01,Pooh Richardson,31,LAC,PG,69,17,1252,10.3,.411,14.4,0.2,-3.9,-0.6,
1998,armstda01,Darrell Armstrong,29,ORL,PG,48,17,1236,15.7,.509,20.2,2.5,1.1,1.0,
1998,robinja02,James Robinson,27,LAC,PG,70,13,1231,12.4,.494,23.3,0.2,-3.0,-0.3,
1998,mccloge01,George McCloud,30,PHO,SF,63,13,1213,12.7,.507,19.2,2.4,-0.1,0.6,
1998,mcilvji01,Jim McIlvaine,25,SEA,C,78,72,1211,9.5,.477,12.0,1.9,-3.3,-0.4,
1998,brownch01,Chucky Brown,29,ATL,SF,77,8,1202,10.5,.472,17.8,1.4,-3.4,-0.4,
1998,cagemi01,Michael Cage,36,NJN,C,79,17,1201,10.1,.531,4.4,2.5,0.5,0.7,
1998,peelean01,Anthony Peeler,28,2TM,SG,38,32,1193,15.0,.532,18.3,2.5,1.2,1.0,
1998,peelean01,Anthony Peeler,28,VAN,SG,8,8,202,15.2,.529,17.8,0.4,1.5,0.2,
1998,peelean01,Anthony Peeler,28,MIN,SG,30,24,991,15.0,.533,18.4,2.1,1.1,0.8,
1998,bullama01,Matt Bullard,30,HOU,SF,67,24,1190,13.8,.581,16.8,2.5,1.3,1.0,
1998,cummite01,Terry Cummings,36,2TM,PF,74,3,1185,13.7,.496,20.2,2.6,-2.6,-0.2,
1998,cummite01,Terry Cummings,36,PHI,PF,44,2,656,12.9,.490,17.4,1.4,-2.9,-0.2,
1998,cummite01,Terry Cummings,36,NYK,PF,30,1,529,14.6,.501,23.7,1.1,-2.2,0.0,
1998,mcgratr01,Tracy McGrady,18,TOR,SF,64,17,1179,17.4,.505,19.1,2.0,0.6,0.8,
1998,carrch01,Chris Carr,23,MIN,SG,51,40,1165,11.6,.509,21.5,1.1,-3.1,-0.3,
1998,brownra02,Randy Brown,29,CHI,PG,71,6,1147,10.1,.428,15.6,1.8,-1.6,0.1,
1998,hammoto01,Tom Hammonds,30,MIN,PF,57,2,1140,12.1,.569,13.7,2.4,-2.7,-0.2,
1998,minorgr01,Greg Minor,26,BOS,SG,69,16,1126,11.8,.481,15.4,1.7,-1.5,0.1,
1998,wallabe01,Ben Wallace,23,WAS,C,67,16,1124,13.4,.495,9.3,2.9,0.7,0.8,
1998,benoida01,David Benoit,29,2TM,SF,77,0,1123,10.5,.477,19.4,1.6,-2.6,-0.2,
1998,benoida01,David Benoit,29,NJN,SF,53,0,799,10.0,.489,17.8,1.1,-2.7,-0.2,
1998,benoida01,David Benoit,29,ORL,SF,24,0,324,11.8,.453,23.4,0.5,-2.3,0.0,
1998,kerrst01,Steve Kerr,32,CHI,PG,50,0,1119,12.9,.581,14.0,3.8,1.1,0.9,
1998,bryanma01,Mark Bryant,32,PHO,C,70,22,1110,10.2,.545,13.3,2.5,-3.1,-0.3,
1998,reidjr01,J.R. Reid,29,CHH,PF,79,1,1109,11.3,.517,18.2,1.8,-3.3,-0.4,
1998,burresc01,Scott Burrell,27,CHI,SF,80,3,1096,15.7,.516,18.5,3.7,2.5,1.3,
1998,fundela01,Lawrence Funderburke,27,SAC,PF,52,1,1094,16.2,.534,21.3,2.1,-0.5,0.4,
1998,carran01,Antoine Carr,36,UTA,PF,66,8,1086,9.8,.513,17.8,1.5,-3.7,-0.5,
1998,whitnch01,Chris Whitney,26,WAS,PG,82,6,1073,14.8,.512,19.7,2.7,0.3,0.6,
1998,willial02,Alvin Williams,23,2TM,SG,54,13,1071,10.3,.504,16.0,1.3,-2.6,-0.2,
1998,willial02,Alvin Williams,23,POR,SG,41,10,864,11.0,.519,16.9,1.4,-1.8,0.0,
1998,willial02,Alvin Williams,23,TOR,SG,13,3,207,7.3,.420,12.0,0.0,-5.8,-0.2,
1998,rhodero01,Rodrick Rhodes,24,HOU,SF,58,13,1070,7.7,.439,20.4,-0.9,-5.4,-0.9,
1998,smithmi02,Michael Smith,25,2TM,PF,48,33,1053,14.3,.524,12.3,2.1,-0.3,0.4,
1998,smithmi02,Michael Smith,25,SAC,PF,18,4,347,12.9,.465,11.4,0.7,-0.3,0.2,
1998,smithmi02,Michael Smith,25,VAN,PF,30,29,706,15.0,.551,12.7,1.4,-0.3,0.3,
1998,ferryda01,Danny Ferry,31,CLE,PF,69,3,1034,7.5,.479,15.9,1.0,-2.3,-0.1,
1998,blounco01,Corie Blount,29,LAL,PF,70,3,1029,11.9,.572,11.7,2.6,-2.0,0.0,
1998,walkesa01,Samaki Walker,21,DAL,PF,41,19,1027,14.4,.502,18.9,1.4,-3.4,-0.4,
1998,anthogr01,Greg Anthony,30,SEA,PG,80,0,1021,16.8,.545,21.6,2.7,2.5,1.2,
1998,elliose01,Sean Elliott,29,SAS,SF,36,36,1012,9.5,.495,18.3,1.4,-2.3,0.0,
1998,catoke01,Kelvin Cato,23,POR,C,74,8,1007,13.3,.496,14.7,2.7,-0.6,0.4,
1998,vrankst01,Stojko Vranković,34,LAC,C,65,38,996,9.4,.454,11.6,0.4,-3.9,-0.5,
1998,reiddo01,Don Reid,24,DET,PF,68,44,994,11.4,.574,11.0,2.8,-1.1,0.2,
1998,cebalce01,Cedric Ceballos,28,2TM,SF,47,25,990,19.3,.560,25.3,2.8,2.0,1.0,
1998,cebalce01,Cedric Ceballos,28,PHO,SF,35,16,626,19.2,.564,24.2,2.1,2.5,0.7,
1998,cebalce01,Cedric Ceballos,28,DAL,SF,12,9,364,19.4,.552,27.3,0.7,1.1,0.3,
1998,tabakza01,Žan Tabak,27,2TM,C,57,34,984,9.7,.464,17.4,0.0,-6.0,-1.0,
1998,tabakza01,Žan Tabak,27,TOR,C,39,29,752,9.9,.459,18.3,-0.2,-6.3,-0.8,
1998,tabakza01,Žan Tabak,27,BOS,C,18,5,232,9.2,.486,14.5,0.2,-4.7,-0.2,
1998,curryde01,Dell Curry,33,CHH,SG,52,1,971,15.1,.536,24.3,1.7,-0.1,0.5,
1998,abdulta01,Tariq Abdul-Wahad,23,SAC,SG,59,16,959,10.1,.456,22.1,-0.2,-4.8,-0.7,
1998,surabo01,Bob Sura,24,CLE,SG,46,4,942,9.6,.463,18.7,0.7,-1.9,0.0,
1998,snower01,Eric Snow,24,2TM,PG,64,0,918,11.7,.486,13.7,1.3,-1.2,0.2,
1998,snower01,Eric Snow,24,SEA,PG,17,0,74,2.2,.456,24.7,-0.2,-13.0,-0.2,
1998,snower01,Eric Snow,24,PHI,PG,47,0,844,12.5,.490,12.7,1.5,-0.2,0.4,
1998,respesh01,Shawn Respert,25,2TM,SG,57,4,911,12.3,.530,17.9,0.8,-3.2,-0.3,
1998,respesh01,Shawn Respert,25,TOR,SG,47,4,696,12.9,.552,16.7,0.9,-2.4,-0.1,
1998,respesh01,Shawn Respert,25,DAL,SG,10,0,215,10.3,.471,21.7,-0.1,-5.8,-0.2,
1998,davisma02,Mark Davis,24,PHI,SF,71,12,906,10.9,.489,18.8,0.2,-2.0,0.0,
1998,harriot01,Othella Harrington,24,HOU,PF,58,3,903,13.7,.547,18.4,1.7,-3.6,-0.3,
1998,grantha01,Harvey Grant,32,WAS,SF,65,8,895,7.5,.406,11.7,0.7,-3.6,-0.4,
1998,masseto01,Tony Massenburg,30,VAN,C,61,13,894,14.9,.536,21.4,1.3,-4.4,-0.5,
1998,evansbr01,Brian Evans,24,2TM,SF,72,1,893,12.0,.476,18.9,1.5,-1.1,0.2,
1998,evansbr01,Brian Evans,24,ORL,SF,44,0,561,12.0,.454,20.5,0.8,-1.2,0.1,
1998,evansbr01,Brian Evans,24,NJN,SF,28,1,332,12.0,.523,16.2,0.7,-1.1,0.1,
1998,hurlebo01,Bobby Hurley,26,2TM,PG,61,3,875,9.0,.461,18.2,-0.5,-6.6,-1.0,
1998,hurlebo01,Bobby Hurley,26,SAC,PG,34,3,417,10.2,.488,18.5,0.0,-5.1,-0.3,
1998,hurlebo01,Bobby Hurley,26,VAN,PG,27,0,458,7.9,.435,17.9,-0.5,-8.0,-0.7,
1998,hoibefr01,Fred Hoiberg,25,IND,SG,65,1,874,11.2,.517,14.9,2.3,0.3,0.5,
1998,dudlech02,Chris Dudley,32,NYK,C,51,22,858,9.5,.428,12.4,1.5,-2.8,-0.2,
1998,ewingpa01,Patrick Ewing,35,NYK,C,26,26,848,23.3,.557,31.1,3.0,4.2,1.3,
1998,stricma01,Mark Strickland,27,MIA,PF,51,8,847,17.4,.572,19.4,2.8,0.2,0.5,
1998,armstbj01,B.J. Armstrong,30,2TM,PG,66,0,831,14.6,.555,15.3,2.2,0.1,0.4,
1998,armstbj01,B.J. Armstrong,30,GSW,PG,4,0,59,6.3,.385,21.5,-0.1,-6.4,-0.1,
1998,armstbj01,B.J. Armstrong,30,CHH,PG,62,0,772,15.2,.573,14.9,2.3,0.6,0.5,
1998,spencfe01,Felton Spencer,30,GSW,C,68,0,813,8.5,.495,11.4,0.9,-5.9,-0.8,
1998,onealje01,Jermaine O'Neal,19,POR,PF,60,9,808,12.7,.498,18.2,1.2,-3.0,-0.2,
1998,willisc01,Scott Williams,29,PHI,C,58,7,801,12.1,.492,15.2,1.7,-3.5,-0.3,
1998,millste01,Terry Mills,30,MIA,PF,50,0,782,7.7,.481,15.8,0.9,-3.8,-0.4,
1998,williaa01,Aaron Williams,26,SEA,PF,65,9,757,13.4,.575,18.8,1.7,-3.3,-0.2,
1998,closske01,Keith Closs,21,LAC,C,58,1,740,14.0,.482,16.7,0.6,-1.9,0.0,
1998,longgr01,Grant Long,31,DET,PF,40,17,739,10.0,.496,10.3,1.6,-1.1,0.2,
1998,beckco01,Corey Beck,26,CHH,PG,59,14,738,9.3,.516,16.0,0.4,-2.9,-0.2,
1998,willibu01,Buck Williams,37,NYK,PF,41,6,738,12.3,.560,13.9,2.1,-1.2,0.2,
1998,hendrma01,Mark Hendrickson,23,SAC,PF,48,1,737,9.4,.468,12.4,0.8,-3.5,-0.3,
1998,stithbr01,Bryant Stith,27,DEN,SG,31,15,718,9.2,.447,18.9,-0.3,-4.4,-0.4,
1998,kerseje01,Jerome Kersey,35,SEA,SF,37,2,717,12.6,.447,19.2,1.2,-2.3,-0.1,
1998,mahorri01,Rick Mahorn,39,DET,C,59,0,707,7.8,.490,11.9,0.9,-5.0,-0.5,
1998,langan01,Andrew Lang,31,MIL,C,57,0,692,8.5,.452,13.3,0.7,-3.3,-0.2,
1998,montrer01,Eric Montross,26,2TM,C,48,30,691,8.0,.427,12.6,0.7,-5.4,-0.6,
1998,montrer01,Eric Montross,26,PHI,C,20,20,337,6.7,.397,13.2,0.1,-6.2,-0.4,
1998,montrer01,Eric Montross,26,DET,C,28,10,354,9.4,.460,12.0,0.6,-4.7,-0.2,
1998,westdo01,Doug West,30,MIN,SG,38,10,688,5.6,.416,13.5,0.1,-6.0,-0.7,
1998,gearyre01,Reggie Geary,24,SAS,PG,62,2,685,6.8,.392,16.1,0.3,-2.9,-0.2,
1998,askinke01,Keith Askins,30,MIA,SF,46,12,681,5.5,.426,10.7,0.7,-2.3,0.0,
1998,anstech01,Chris Anstey,23,DAL,C,41,8,680,13.2,.455,20.5,0.6,-2.8,-0.1,
1998,harrilu01,Lucious Harris,27,NJN,SG,50,0,671,10.4,.475,14.4,1.1,-1.3,0.1,
1998,foylead01,Adonal Foyle,22,GSW,C,55,1,656,9.2,.418,16.4,-0.1,-5.3,-0.6,
1998,maxweve01,Vernon Maxwell,32,2TM,SG,42,0,636,12.2,.512,23.5,0.8,-2.4,-0.1,
1998,maxweve01,Vernon Maxwell,32,ORL,SG,11,0,169,9.4,.453,27.5,0.0,-5.7,-0.2,
1998,maxweve01,Vernon Maxwell,32,CHH,SG,31,0,467,13.2,.539,22.1,0.8,-1.2,0.1,
1998,hamda01,Darvin Ham,24,WAS,SF,71,3,635,9.2,.531,12.1,0.9,-4.0,-0.3,
1998,hardaan01,Anfernee Hardaway,26,ORL,SG,19,15,625,15.9,.479,27.2,1.1,1.2,0.5,AS
1998,edneyty01,Tyus Edney,24,BOS,PG,52,7,623,17.8,.523,23.0,1.5,1.5,0.6,
1998,brunsri01,Rick Brunson,25,POR,PG,38,10,622,9.6,.481,16.0,0.6,-2.4,-0.1,
1998,wolfjo01,Joe Wolf,33,DEN,PF,57,8,621,5.1,.347,10.8,-0.5,-6.6,-0.7,
1998,fulleto02,Todd Fuller,23,GSW,C,57,1,613,11.8,.473,19.7,0.7,-5.5,-0.5,
1998,buechju01,Jud Buechler,29,CHI,SF,74,0,608,14.1,.554,14.7,1.9,2.8,0.7,
1998,muursma01,Martin Müürsepp,23,DAL,PF,41,7,603,14.9,.528,18.9,1.4,-1.6,0.1,
1998,davisem01,Emanual Davis,29,HOU,PG,45,0,599,9.2,.581,15.9,0.3,-3.6,-0.3,
1998,eacklle01,Ledell Eackles,31,WAS,SG,42,0,547,12.2,.542,18.7,1.0,-1.7,0.0,
1998,sprewla01,Latrell Sprewell,27,GSW,SG,14,13,547,15.1,.470,28.9,0.4,0.0,0.3,
1998,wingada01,David Wingate,34,SEA,SG,58,2,546,8.6,.491,16.1,0.3,-3.9,-0.3,
1998,rileyer01,Eric Riley,27,DAL,C,39,14,544,11.2,.461,15.8,0.3,-4.4,-0.3,
1998,morrich01,Chris Morris,32,UTA,SF,54,1,538,14.7,.498,23.0,1.0,-1.2,0.1,
1998,thomajo02,John Thomas,22,2TM,PF,54,2,535,9.1,.552,14.8,0.4,-5.2,-0.4,
1998,thomajo02,John Thomas,22,BOS,PF,33,2,368,10.1,.571,15.0,0.4,-3.5,-0.1,
1998,thomajo02,John Thomas,22,TOR,PF,21,0,167,6.8,.509,14.5,0.0,-9.1,-0.3,
1998,honeyje01,Jerald Honeycutt,23,MIL,PF,38,0,530,11.8,.497,25.4,0.3,-2.9,-0.1,
1998,abdulma02,Mahmoud Abdul-Rauf,28,SAC,PG,31,0,530,10.5,.405,25.1,-0.3,-4.7,-0.4,
1998,herreca01,Carl Herrera,31,SAS,PF,58,1,516,8.1,.437,21.1,0.1,-4.8,-0.4,
1998,vaughda02,David Vaughn,24,3TM,PF,40,2,489,11.4,.480,18.6,0.4,-4.8,-0.4,
1998,vaughda02,David Vaughn,24,GSW,PF,22,0,322,10.8,.442,21.7,0.0,-5.5,-0.3,
1998,vaughda02,David Vaughn,24,CHI,PF,3,0,6,23.3,.725,20.6,0.0,5.7,0.0,
1998,vaughda02,David Vaughn,24,NJN,PF,15,2,161,12.1,.595,12.4,0.4,-3.8,-0.1,
1998,jordare01,Reggie Jordan,30,MIN,SG,57,1,487,15.3,.515,15.9,1.2,1.3,0.4,
1998,edwarke01,Kevin Edwards,32,2TM,SG,39,5,487,9.5,.416,19.2,0.1,-2.8,-0.1,
1998,edwarke01,Kevin Edwards,32,NJN,SG,27,5,352,8.1,.404,16.4,0.0,-3.1,-0.1,
1998,edwarke01,Kevin Edwards,32,ORL,SG,12,0,135,13.1,.435,26.4,0.1,-2.2,0.0,
1998,grayed01,Ed Gray,22,ATL,SG,30,3,472,13.0,.492,25.6,0.8,-1.4,0.1,
1998,wennibi01,Bill Wennington,34,CHI,C,48,8,467,9.4,.461,18.9,0.8,-6.2,-0.5,
1998,ferredu01,Duane Ferrell,32,GSW,SF,50,5,461,6.4,.389,13.1,0.0,-4.7,-0.3,
1998,feickja01,Jamie Feick,23,MIL,PF,45,2,450,12.1,.472,13.1,0.9,-1.4,0.1,
1998,ellispe01,Pervis Ellison,30,BOS,PF,33,8,447,13.1,.589,10.9,1.1,-0.6,0.2,
1998,askewvi01,Vincent Askew,31,POR,SG,30,5,443,6.7,.464,10.9,0.2,-2.1,0.0,
1998,piercri01,Ricky Pierce,38,MIL,SG,39,0,442,9.8,.455,19.3,0.3,-2.8,-0.1,
1998,simpkdi01,Dickey Simpkins,25,2TM,PF,40,0,433,10.6,.551,15.5,0.6,-3.0,-0.1,
1998,simpkdi01,Dickey Simpkins,25,GSW,PF,19,0,196,9.0,.454,17.5,-0.1,-4.5,-0.1,
1998,simpkdi01,Dickey Simpkins,25,CHI,PF,21,0,237,11.9,.646,13.9,0.7,-1.8,0.0,
1998,ollieke01,Kevin Ollie,25,2TM,PG,35,0,430,8.9,.477,18.4,-0.1,-4.4,-0.3,
1998,ollieke01,Kevin Ollie,25,DAL,PG,16,0,214,7.9,.434,14.8,-0.1,-5.4,-0.2,
1998,ollieke01,Kevin Ollie,25,ORL,PG,19,0,216,9.9,.508,22.0,0.0,-3.3,-0.1,
1998,rosema01,Malik Rose,23,SAS,PF,53,0,429,10.1,.485,22.6,0.4,-4.8,-0.3,
1998,thomaca01,Carl Thomas,28,3TM,SG,43,0,426,10.9,.490,17.9,0.7,-0.3,0.2,
1998,thomaca01,Carl Thomas,28,GSW,SG,10,0,139,11.0,.447,23.7,0.1,-2.6,0.0,
1998,thomaca01,Carl Thomas,28,ORL,SG,4,0,15,27.8,.765,18.0,0.1,13.4,0.1,
1998,thomaca01,Carl Thomas,28,CLE,SG,29,0,272,10.0,.508,14.9,0.5,0.1,0.1,
1998,rooksse01,Sean Rooks,28,LAL,C,41,1,425,13.4,.512,16.0,1.1,-3.0,-0.1,
1998,vaughja01,Jacque Vaughn,22,UTA,PG,45,0,419,6.9,.457,23.0,-0.4,-7.6,-0.6,
1998,robinch01,Chris Robinson,23,2TM,SG,35,0,414,9.1,.447,23.0,-0.3,-5.1,-0.3,
1998,robinch01,Chris Robinson,23,VAN,SG,16,0,143,4.7,.423,24.5,-0.4,-9.5,-0.3,
1998,robinch01,Chris Robinson,23,SAC,SG,19,0,271,11.4,.461,22.2,0.1,-2.8,-0.1,
1998,andergr01,Greg Anderson,33,ATL,C,50,0,398,10.4,.444,13.5,0.7,-3.4,-0.1,
1998,kleinjo01,Joe Kleine,36,CHI,C,46,1,397,5.5,.408,16.0,0.1,-6.4,-0.4,
1998,wellsbu01,Bubba Wells,23,DAL,SG,39,2,395,11.1,.474,19.2,0.1,-3.5,-0.2,
1998,crottjo01,John Crotty,28,POR,PG,26,2,379,7.0,.457,17.6,-0.1,-5.2,-0.3,
1998,rogerca01,Carlos Rogers,26,2TM,PF,21,0,376,12.7,.533,13.9,0.5,-2.7,-0.1,
1998,rogerca01,Carlos Rogers,26,TOR,PF,18,0,351,13.1,.534,14.3,0.5,-2.6,-0.1,
1998,rogerca01,Carlos Rogers,26,POR,PF,3,0,25,8.1,.500,9.1,0.0,-3.1,0.0,
1998,barryjo01,Jon Barry,28,LAL,SG,49,1,374,13.3,.518,16.4,0.9,0.2,0.2,
