PLAYER_ID,PLAYER_NAME,START_YEAR,CLUSTER,CAREER_LENGTH,AVG_PER,MAX_PER
1630,Mikki Moore,1998,5,14,14.16,34.6
201958,Rodrigue Beaubois,2009,5,4,14.11,18.78
2098,Slava Medvedenko,2000,5,7,14.06,21.88
1005,Walt Williams,1992,5,11,13.99,16.42
77229,Clarence Kea,1980,5,2,13.94,16.95
76842,Paul Graham,1991,5,3,13.61,14.91
1531,Marc Jackson,2000,5,7,13.53,16.56
101160,Lawrence Roberts,2005,5,2,13.39,13.54
1545,DeJuan Wheat,1997,5,2,13.33,14.03
200835,Walter Herrmann,2006,5,3,13.31,16.37
78507,Eric White,1987,5,2,13.05,15.24
76262,Jim Brogan,1981,5,2,13.04,13.32
1035,Shawnelle Scott,1996,5,6,13.03,18.06
101112,Channing Frye,2005,5,14,12.99,17.69
906,Haywoode Workman,1989,5,11,12.96,25.2
201595,Joey Dorsey,2008,5,7,12.92,15.81
78055,Ralph Sampson,1983,5,9,12.76,20.65
101180,Sarunas Jasikevicius,2005,5,2,12.7,12.73
77098,Mike Iuzzolino,1991,5,2,12.69,12.7
2599,Brandon Hunter,2003,5,2,12.68,12.97
202386,Ben Uzoh,2010,5,2,12.6,14.45
2605,Marquis Daniels,2003,5,10,12.59,20.59
201814,Gary Forbes,2010,5,2,12.59,13.12
1607,Troy Hudson,1997,5,11,12.55,19.42
1838,Tyrone Nesby,1998,5,4,12.51,16.44
390,Sasha Danilovic,1995,5,2,12.42,14.21
1080,Henry James,1990,5,8,12.32,17.85
78504,Clinton Wheeler,1987,5,2,12.29,12.96
202335,Patrick Patterson,2010,5,11,12.18,17.39
2221,Raul Lopez,2003,5,2,12.12,12.68
1051,Dean Garrett,1996,5,6,12.08,18.05
201966,Jermaine Taylor,2009,5,2,12.01,12.39
2866,Jackie Butler,2005,5,2,11.99,14.52
201985,AJ Price,2009,5,6,11.84,14.66
1527,Marko Milic,1997,5,2,11.74,19.1
76672,A.J. English,1990,5,2,11.65,12.65
1753,Toby Bailey,1998,5,2,11.56,11.83
2764,Donta Smith,2004,5,2,11.54,12.63
201612,Malik Hairston,2008,5,2,11.54,11.55
2431,David Andersen,2009,5,2,11.52,12.33
672,Matt Bullard,1990,5,12,11.51,17.0
1576,Travis Williams,1997,5,2,11.42,13.8
77896,Mark Radford,1981,5,2,11.35,12.39
202365,Devin Ebanks,2010,5,3,11.33,19.15
77056,Cedrick Hordges,1980,5,2,11.28,11.35
200816,Jorge Garbajosa,2006,5,2,11.23,12.19
777,Rex Walters,1993,5,7,11.22,16.21
968,Priest Lauderdale,1996,5,2,11.17,12.58
200792,Alexander Johnson,2006,5,2,11.04,13.35
101146,Roko Ukic,2008,5,2,10.99,12.01
77065,Brian Howard,1991,5,2,10.98,12.35
234,Khalid Reeves,1994,5,6,10.93,16.63
2739,Luke Jackson,2004,5,4,10.82,16.29
2570,Kendrick Perkins,2003,5,15,10.74,23.29
201159,Javaris Crittenton,2007,5,2,10.65,11.09
202087,Alonzo Gee,2009,5,8,10.49,15.78
77040,Brad Holland,1979,5,3,10.43,14.56
1522,Keith Booth,1997,5,2,10.42,13.71
76398,Carlos Clark,1983,5,2,10.36,11.82
202376,Luke Harangody,2010,5,2,10.34,10.43
732,Ashraf Amaya,1995,5,2,10.32,11.74
78311,Peter Thibeaux,1984,5,2,10.29,11.21
2435,Mario Kasun,2004,5,2,10.27,12.15
101182,Donell Taylor,2005,5,2,10.2,10.34
201623,Semih Erden,2010,5,2,10.12,10.32
77178,Charles Jones,1984,5,5,10.09,14.75
2499,Richie Frahm,2003,5,5,10.06,15.74
1477,Bruce Bowen,1996,5,13,9.99,37.08
211,Eric Mobley,1994,5,3,9.96,14.15
76904,Jay Guidinger,1992,5,2,9.92,10.2
77476,Mo Martin,1986,5,2,9.83,9.92
76589,John Douglas,1981,5,2,9.8,11.86
77560,Chris McNealy,1985,5,3,9.78,13.2
200784,Bobby Jones,2006,5,2,9.74,10.24
78519,Charles Whitney,1980,5,2,9.71,14.06
78343,Darren Tillis,1982,5,2,9.63,9.97
1540,Eric Washington,1997,5,2,9.45,9.54
2770,Justin Reed,2004,5,3,9.42,14.08
997,Chris Robinson,1996,5,2,9.35,9.41
709,Ed O'Bannon,1995,5,2,9.09,9.12
734,Lawrence Moten,1995,5,3,8.88,15.53
101214,Jawad Williams,2008,5,3,8.82,13.49
173,Keith Askins,1990,5,9,8.79,13.69
1741,Jelani McCoy,1998,5,10,8.22,21.35
200801,Hassan Adams,2006,5,3,6.93,13.36
202355,Hassan Whiteside,2010,6,12,18.79,25.28
101115,Andrew Bynum,2005,6,9,18.4,23.59
2755,Kevin Martin,2004,6,12,16.89,22.21
202339,Eric Bledsoe,2010,6,12,16.67,20.67
2072,Michael Redd,2000,6,12,16.52,22.2
149,Michael Adams,1985,6,11,16.36,25.29
894,Ricky Pierce,1982,6,16,16.28,21.89
1740,Rashard Lewis,1998,6,16,14.92,20.5
1112,Ben Wallace,1996,6,16,14.3,18.58
78183,Derek Smith,1982,6,9,14.05,21.78
1506,Austin Croshere,1997,6,12,13.51,16.73
1985,Zendon Hamilton,2000,6,6,13.24,17.52
2564,Boris Diaw,2003,6,14,12.65,18.53
400,Derek Strong,1991,6,10,12.52,20.06
77852,Mike Phelps,1985,6,3,12.4,19.48
333,Kevin Gamble,1987,6,10,12.23,16.32
1747,Rafer Alston,1999,6,11,12.12,16.51
43,Chris Whitney,1993,6,11,12.11,17.25
369,Charlie Ward,1994,6,11,11.69,15.88
2044,Jason Collier,2000,6,5,11.43,14.5
78633,Danny Young,1984,6,11,11.26,14.13
1425,Aaron Williams,1993,6,15,11.21,17.57
2668,Josh Davis,2003,6,9,11.07,13.35
1919,Laron Profit,1999,6,7,10.63,11.92
710,David Vaughn,1995,6,4,10.36,13.71
77383,Ralph Lewis,1987,6,3,10.0,13.46
2078,Jason Hart,2000,6,10,9.97,17.15
1027,Trevor Wilson,1990,6,6,9.95,13.13
1952,Raja Bell,2000,6,12,9.9,13.87
2788,DJ Mbenga,2004,6,7,9.81,14.4
202340,Avery Bradley,2010,6,12,9.68,14.97
2412,Jiri Welsch,2002,6,4,9.59,12.91
2040,Jerome Moiso,2000,6,5,9.51,14.44
77757,Jawann Oldham,1980,6,11,9.51,14.94
77920,Jamesearl Ray,1980,6,3,9.4,12.9
202337,Luke Babbitt,2010,6,8,9.22,11.75
76670,Chris Engler,1982,6,6,9.02,13.08
77541,Kevin McKenna,1981,6,7,8.98,12.17
201957,Byron Mullens,2009,6,5,8.51,13.42
116,David Wood,1988,6,9,8.17,10.88
2205,DeSagana Diop,2001,6,12,8.09,12.34
1874,Jeff Sanders,1989,6,4,8.04,13.98
226,Antonio Lang,1994,6,6,7.94,14.59
2294,Charlie Bell,2001,6,10,7.87,14.83
1090,Pat Durham,1992,6,3,7.48,12.13
680,John Amaechi,1995,6,8,7.3,13.35
2853,Earl Barron,2005,6,10,7.12,14.88
1983,Jermaine Jackson,1999,6,7,7.02,12.08
279,Charles Jones,1983,6,15,6.69,14.54
77670,Jay Murphy,1984,6,4,6.61,12.96
1133,Corey Beck,1995,6,4,6.37,10.3
201603,Sonny Weems,2008,6,8,6.37,12.92
78377,Andre Turner,1986,6,6,6.33,12.37
688,Michael Curry,1993,6,12,5.88,9.59
201043,Randolph Morris,2006,6,4,5.36,14.28
202354,Dexter Pittman,2010,6,4,4.66,13.25
1609,Art Long,2000,6,3,4.32,10.55
1743,Bruno Sundov,1998,6,7,3.45,10.87
201605,Nathan Jawai,2008,6,2,1.84,11.29
212,Yinka Dare,1994,6,4,-3.98,7.29
201585,Kosta Koufos,2008,7,11,14.73,18.11
201991,Lester Hudson,2009,7,6,13.21,16.29
200771,Sergio Rodriguez,2006,7,11,12.67,14.89
1738,Ansu Sesay,2001,7,4,12.34,15.3
1512,Chris Anstey,1997,7,3,12.1,14.7
101119,Rashad McCants,2005,7,4,11.73,14.1
780,Byron Houston,1992,7,4,11.61,14.35
1735,Vladimir Stepania,1998,7,6,11.39,13.4
201944,Terrence Williams,2009,7,4,10.93,13.25
77822,Kenny Payne,1989,7,4,10.79,14.57
201938,Jonny Flynn,2009,7,3,10.49,13.17
1904,Devean George,1999,7,11,10.19,12.73
768,Acie Earl,1993,7,4,10.16,14.44
1106,Donald Hodge,1991,7,5,9.77,13.15
2124,Malik Allen,2001,7,10,9.75,14.43
964,Roy Rogers,1996,7,4,9.6,12.6
1563,Kevin Ollie,1997,7,13,9.47,13.5
77358,Doug Lee,1991,7,4,9.25,17.97
201934,Hasheem Thabeet,2009,7,5,8.87,12.84
1631,Billy Thompson,1986,7,6,8.7,15.01
1117,John Shasky,1988,7,3,8.58,12.51
202351,Lazar Hayward,2010,7,3,8.47,11.38
2669,Linton Johnson,2003,7,6,7.05,13.49
2228,Alton Ford,2001,7,3,6.53,11.85
201616,Darnell Jackson,2008,7,3,6.47,12.46
200759,Cedric Simmons,2006,7,3,6.14,10.89
101204,Dwayne Jones,2005,7,5,5.83,10.85
2415,Ryan Humphrey,2002,7,3,4.44,10.05
2549,Chris Kaman,2003,8,13,14.91,18.26
2743,Kris Humphries,2004,8,13,14.64,18.14
101138,Brandon Bass,2005,8,12,14.55,19.52
200826,J.J. Barea,2006,8,14,14.11,17.42
9,Sedale Threatt,1983,8,14,13.56,16.54
1733,Al Harrington,1998,8,16,13.34,16.93
420,Jayson Williams,1990,8,9,13.24,18.63
781,Will Perdue,1988,8,13,12.7,18.36
1725,Rasho Nesterovic,1998,8,12,12.69,16.09
201582,Alexis Ajinca,2008,8,9,12.53,19.42
271,Johnny Newman,1986,8,16,12.51,16.08
45,George McCloud,1989,8,13,12.44,17.25
2568,Carlos Delfino,2004,8,9,12.13,13.99
201960,DeMarre Carroll,2009,8,11,12.05,16.35
77372,Jim Les,1988,8,7,11.67,15.42
201147,Corey Brewer,2007,8,13,11.66,15.22
76316,Steve Burtt,1984,8,9,11.49,18.93
202329,Al-Farouq Aminu,2010,8,11,11.39,14.56
202362,Lance Stephenson,2010,8,12,11.08,14.32
355,Vincent Askew,1987,8,11,11.02,16.06
600009,Rory Sparrow,1980,8,12,10.78,13.86
458,Howard Eisley,1994,8,12,10.77,14.01
2592,James Jones,2003,8,14,10.45,14.95
770,Mark West,1983,8,17,10.11,16.06
78528,Morlon Wiley,1988,8,7,10.09,13.94
426,Terry Davis,1989,8,12,10.01,11.82
2446,Rasual Butler,2002,8,14,9.97,13.37
201628,Bobby Brown,2008,8,10,9.74,11.46
2411,Bostjan Nachbar,2002,8,6,9.64,14.9
200761,Shawne Williams,2006,8,9,9.58,13.56
101187,Alan Anderson,2005,8,12,9.48,12.3
1956,Ira Newble,2000,8,8,9.41,14.71
2038,Joel Przybilla,2000,8,13,9.28,15.42
962,Walter McCarty,1996,8,10,9.22,11.97
1853,Anthony Carter,1999,8,13,9.12,13.9
1752,Sean Marks,1998,8,13,9.1,17.49
1429,Jimmy Oliver,1991,8,8,9.04,20.01
76968,Scott Hastings,1982,8,11,8.94,14.74
2563,Dahntay Jones,2003,8,14,8.91,14.44
202347,Quincy Pondexter,2010,8,9,8.67,12.86
101249,John Lucas III,2005,8,12,8.56,16.22
2052,DeShawn Stevenson,2000,8,13,8.46,12.95
78381,Jeff Turner,1984,8,12,8.11,11.32
77623,Paul Mokeski,1979,8,12,8.05,10.13
1913,Michael Ruffin,1999,8,10,7.96,12.04
2243,Brian Scalabrine,2001,8,11,7.53,13.4
77294,Bart Kofoed,1987,8,6,5.45,14.48
1123,Greg Kite,1983,8,12,5.16,7.78
469,Jamal Mashburn,1993,9,11,15.18,17.81
2223,Samuel Dalembert,2001,9,14,15.15,19.19
202344,Trevor Booker,2010,9,8,14.93,16.39
64,Sam Perkins,1984,9,17,14.92,17.44
147,Jalen Rose,1994,9,13,14.86,17.53
356,Chris Morris,1988,9,11,14.82,17.46
51,Mahmoud Abdul-Rauf,1990,9,11,14.75,18.69
101189,James Singleton,2005,9,7,14.66,19.68
375,Isaiah Rider,1993,9,9,14.57,16.24
905,Dale Davis,1991,9,16,14.56,17.45
247,Joe Dumars,1985,9,14,14.55,16.86
1510,Brevin Knight,1997,9,12,14.53,18.33
2760,Anderson Varejao,2004,9,17,14.47,21.67
428,Sherman Douglas,1989,9,12,14.41,18.19
76017,Danny Ainge,1981,9,14,14.4,17.71
200755,JJ Redick,2006,9,15,14.4,17.57
418,Scott Brooks,1988,9,10,14.31,17.24
203,Nate McMillan,1986,9,12,14.25,16.06
2585,Zaza Pachulia,2003,9,16,14.22,17.89
915,Rodney Rogers,1993,9,12,14.17,17.68
673,Alan Henderson,1995,9,12,14.16,18.18
1847,Thurl Bailey,1983,9,16,14.11,17.17
76217,Sam Bowie,1984,9,11,14.09,16.47
200745,Andrea Bargnani,2006,9,10,14.07,17.73
275,Allan Houston,1993,9,12,14.01,17.63
445,Wesley Person,1994,9,11,13.97,16.61
960,Tony Delk,1996,9,10,13.92,15.92
364,Rex Chapman,1988,9,12,13.85,16.71
769,B.J. Armstrong,1989,9,11,13.82,17.62
1110,Mark Strickland,1994,9,9,13.82,16.97
682,Bob Sura,1995,9,10,13.81,17.55
76431,Lester Conner,1982,9,13,13.8,18.62
1593,Charles Shackleford,1988,9,11,13.79,16.55
2754,Tony Allen,2004,9,14,13.78,18.08
2032,Darius Miles,2000,9,9,13.75,15.69
702,Voshon Lenard,1995,9,11,13.69,15.72
422,Avery Johnson,1988,9,16,13.67,16.67
200770,Jordan Farmar,2006,9,11,13.64,17.18
111,LaPhonso Ellis,1992,9,11,13.62,18.86
2753,Delonte West,2004,9,8,13.58,15.33
2757,Beno Udrih,2004,9,13,13.56,15.97
77484,Wes Matthews,1980,9,10,13.44,18.88
201571,D.J. Augustin,2008,9,14,13.4,15.91
101127,Jarrett Jack,2005,9,13,13.39,17.4
184,Bobby Phills,1991,9,9,13.36,15.34
53,Mario Elie,1990,9,11,13.35,14.95
2557,Luke Ridnour,2003,9,12,13.34,17.57
101107,Marvin Williams,2005,9,15,13.3,16.84
101109,Raymond Felton,2005,9,14,13.3,17.15
201956,Omri Casspi,2009,9,10,13.29,16.37
109,Robert Horry,1992,9,16,13.26,14.99
201145,Jeff Green,2007,9,19,13.15,16.1
907,Malik Sealy,1992,9,8,13.12,14.75
1502,Adonal Foyle,1997,9,12,13.09,19.82
2067,Eddie House,2000,9,11,13.08,16.41
197,Scott Burrell,1993,9,8,13.05,15.65
201975,Jodie Meeks,2009,9,10,13.03,16.0
731,Greg Ostertag,1995,9,11,12.88,15.72
77905,Kurt Rambis,1981,9,14,12.85,16.44
2594,Kyle Korver,2003,9,17,12.82,15.12
76338,Tony Campbell,1984,9,11,12.75,15.89
168,Chris Mills,1993,9,10,12.74,16.63
2440,Matt Barnes,2003,9,14,12.71,15.85
77054,Dennis Hopson,1987,9,5,12.7,17.52
201228,C.J. Watson,2007,9,10,12.65,15.24
713,Chris Carr,1995,9,6,12.57,16.51
935,Bryon Russell,1993,9,13,12.57,17.03
2733,Shaun Livingston,2004,9,15,12.56,14.81
446,Lucious Harris,1993,9,12,12.55,16.17
101123,Gerald Green,2005,9,14,12.53,16.19
122,Fred Roberts,1983,9,14,12.44,15.59
201596,Mario Chalmers,2008,9,10,12.41,16.74
70,Steve Kerr,1988,9,15,12.33,15.77
462,J.R. Reid,1989,9,12,12.27,15.71
1731,Tyronn Lue,1998,9,11,12.16,15.35
201160,Jason Smith,2007,9,12,12.1,16.18
76686,Mike Evans,1979,9,9,12.03,16.31
31,Lorenzo Williams,1992,9,8,12.0,16.07
201158,Marco Belinelli,2007,9,13,11.94,15.35
2457,Jannero Pargo,2002,9,13,11.69,18.67
965,Derek Fisher,1996,9,18,11.67,15.23
200757,Thabo Sefolosha,2006,9,14,11.62,15.56
2054,Jake Tsakalidis,2000,9,7,11.58,16.53
2501,Reggie Evans,2002,9,13,11.52,14.5
2035,DerMarr Johnson,2000,9,8,11.51,16.58
76944,Bill Hanzlik,1980,9,10,11.41,15.9
359,Chucky Brown,1989,9,13,11.18,14.03
916,Corie Blount,1993,9,11,11.13,12.45
200756,Hilton Armstrong,2006,9,8,11.12,17.45
200797,Ryan Hollins,2006,9,10,11.1,13.25
77950,Clint Richardson,1979,9,8,10.89,12.69
2109,Eddie Gill,2000,9,9,10.86,15.86
2742,Sebastian Telfair,2004,9,11,10.85,13.41
912,Rafael Addison,1986,9,11,10.84,12.34
1533,Anthony Johnson,1997,9,13,10.84,14.09
201961,Wayne Ellington,2009,9,13,10.77,12.29
1380,Lloyd Daniels,1992,9,6,10.74,13.72
2226,Will Solomon,2001,9,8,10.72,12.68
78110,Brad Sellers,1986,9,7,10.64,13.02
2039,Keyon Dooling,2000,9,13,10.63,14.06
939,Pete Myers,1986,9,12,10.58,16.01
2584,Willie Green,2003,9,12,10.49,13.86
101130,Johan Petro,2005,9,8,10.36,11.46
201202,Joel Anthony,2007,9,10,10.35,14.62
77697,Ed Nealy,1982,9,11,10.34,13.39
1037,Stojko Vrankovic,1990,9,9,10.32,11.08
2409,Marcus Haislip,2002,9,8,10.19,15.34
1538,Cedric Henderson,1997,9,5,9.94,14.93
1960,Milt Palacio,1999,9,7,9.83,12.53
78087,Russ Schoene,1982,9,7,9.74,13.62
348,Mitchell Butler,1993,9,11,9.73,12.85
54,Dickey Simpkins,1994,9,8,9.71,13.54
76703,Dave Feitl,1986,9,6,9.7,11.89
76268,Tony Brown,1984,9,8,9.67,11.25
1594,Rick Brunson,1997,9,9,9.47,13.75
1520,Charles Smith,1997,9,9,9.24,12.83
202066,Garrett Temple,2009,9,17,9.16,11.03
1074,Matt Maloney,1996,9,7,9.07,12.6
2427,Roger Mason Jr.,2002,9,12,8.94,13.09
1565,Michael Stewart,1997,9,8,8.29,13.29
705,Randolph Keys,1988,9,8,8.03,11.45
2043,Mateen Cleaves,2000,9,6,6.42,9.1
721,Tyus Edney,1995,10,6,15.83,18.32
1108,Tony Farmer,1997,10,3,15.03,16.12
78222,Jim Spanarkel,1979,10,5,14.66,17.04
77300,Joe Kopicki,1982,10,3,14.59,16.0
2033,Marcus Fizer,2000,10,6,13.77,18.32
1924,Lee Nailon,2000,10,6,13.75,14.72
78417,Sam Vincent,1985,10,7,13.54,16.23
78421,Alexander Volkov,1989,10,3,13.53,15.77
77881,Harold Pressley,1986,10,4,13.5,15.54
201169,Alando Tucker,2007,10,3,13.41,13.94
201974,Derrick Brown,2009,10,3,13.36,14.8
78394,Kelvin Upshaw,1988,10,3,13.04,16.25
2206,Rodney White,2001,10,4,12.66,16.84
78465,Dwayne Washington,1986,10,3,12.32,12.8
1892,Trajan Langdon,1999,10,3,12.23,13.56
1600,Kornel David,1998,10,3,12.15,13.71
994,Jamie Feick,1996,10,5,11.92,14.47
1907,Vonteego Cummings,1999,10,3,11.79,13.26
76831,Grant Gondrezick,1986,10,3,11.78,12.34
202346,Dominique Jones,2010,10,3,11.73,12.66
77189,Major Jones,1979,10,6,11.53,12.93
78578,Othell Wilson,1984,10,3,11.45,12.25
101136,Salim Stoudamire,2005,10,3,11.41,12.28
967,Brian Evans,1996,10,3,11.39,11.84
2424,Dan Dickau,2002,10,6,11.3,14.55
200814,Tarence Kinsey,2006,10,3,11.26,13.05
971,Mark Hendrickson,1996,10,4,11.2,12.41
2066,Soumaila Samake,2000,10,3,11.1,13.23
78194,Labradford Smith,1991,10,3,10.92,11.87
2208,Kedrick Brown,2001,10,4,10.88,12.65
78429,Milt Wagner,1987,10,4,10.87,11.23
201146,Yi Jianlian,2007,10,5,10.86,12.01
201602,Kyle Weaver,2008,10,3,10.8,11.39
1814,Chris Smith,1992,10,3,10.77,11.08
241,Darrin Hancock,1994,10,3,10.76,11.33
76748,Tellis Frank,1987,10,7,10.74,12.29
77794,Walter Palmer,1990,10,3,10.72,12.64
77715,Carl Nicks,1980,10,3,10.54,11.15
77496,Travis Mays,1990,10,3,10.36,12.11
1839,Randy White,1989,10,5,10.3,13.13
78556,Kevin Williams,1983,10,6,10.27,12.04
77251,Alec Kessler,1990,10,4,10.23,11.4
438,Robert Werdann,1992,10,5,10.22,13.51
76368,Bobby Cattage,1981,10,5,10.12,10.39
77527,Hank McDowell,1981,10,6,10.08,10.66
2751,Viktor Khryapa,2004,10,4,9.9,11.04
78241,Terence Stansbury,1984,10,3,9.86,10.31
78022,Scott Roth,1987,10,3,9.82,10.88
200763,Quincy Douby,2006,10,3,9.7,10.31
78299,Jeff Taylor,1982,10,5,9.67,11.54
2469,Pat Burke,2002,10,5,9.63,10.76
1728,Roshown McLeod,1998,10,3,9.6,10.16
1003,Drew Barry,1997,10,3,9.56,10.2
77474,Jeff Martin,1989,10,2,9.52,10.32
1603,Walter Bond,1992,10,3,9.5,10.53
357,Greg Sutton,1991,10,5,9.45,10.65
2852,Awvee Storey,2004,10,4,9.45,11.37
2693,Keith McLeod,2003,10,4,9.44,10.77
201238,Mario West,2007,10,4,9.27,9.87
76947,Alan Hardy,1980,10,2,9.26,10.78
77654,Perry Moss,1985,10,2,9.23,10.19
77129,Les Jepsen,1990,10,2,9.22,10.39
678,George Zidek,1995,10,3,9.2,10.59
76009,Mark Acres,1987,10,6,9.15,10.21
76911,Scott Haffner,1989,10,2,9.13,9.9
77260,Bo Kimble,1990,10,3,8.99,9.76
160,Tim Breaux,1994,10,4,8.93,11.32
77524,Ben McDonald,1985,10,4,8.87,12.56
76183,Lance Blanks,1990,10,3,8.85,11.35
78201,Reggie Smith,1992,10,2,8.76,9.78
76834,Lancaster Gordon,1984,10,4,8.74,11.38
76810,Mike Gibson,1983,10,3,8.64,8.93
78462,Bryan Warrick,1982,10,4,8.56,10.99
223,Bill Curley,1994,10,7,8.55,10.83
2414,Curtis Borchardt,2003,10,2,8.47,9.32
101137,Daniel Ewing,2005,10,2,8.46,9.27
1736,Corey Benjamin,1998,10,5,8.39,9.44
2068,Lavor Postell,2000,10,3,8.38,10.92
706,Jerome Allen,1995,10,2,8.34,8.72
316,Richard Manning,1995,10,2,8.17,8.84
2219,Jeryl Sasser,2001,10,2,8.0,8.46
77694,Craig Neal,1988,10,3,7.96,9.21
77092,Marc Iavaroni,1982,10,7,7.94,9.06
1030,Duane Cooper,1992,10,2,7.87,8.18
2069,Hanno Mottola,2000,10,2,7.83,8.4
77865,Gary Plummer,1984,10,9,7.83,8.5
1063,Carl Thomas,1991,10,7,7.79,11.02
1043,Amal McCaskill,1996,10,8,7.77,9.94
2454,Junior Harrington,2002,10,5,7.67,8.93
200793,Dee Brown,2006,10,3,7.65,8.76
76025,Randy Allen,1988,10,2,7.58,8.39
2423,Chris Jefferies,2002,10,2,7.52,8.52
77104,Michael Jackson,1987,10,3,7.52,8.05
200776,Mardy Collins,2006,10,4,7.45,9.62
1666,Gerald Madkins,1993,10,5,7.27,9.96
77518,Scooter McCray,1983,10,4,7.2,8.67
201181,Chris Richard,2007,10,3,7.19,7.77
1096,Ivano Newbill,1994,10,4,7.15,7.89
200747,Adam Morrison,2006,10,4,6.95,8.04
77692,Kenny Natt,1980,10,5,6.81,9.56
2737,Rafael Araujo,2004,10,3,6.71,8.62
1511,Johnny Taylor,1997,10,3,6.67,9.56
2053,Dalibor Bagaric,2000,10,3,6.47,8.75
1900,Quincy Lewis,1999,10,5,6.29,7.41
77301,Frank Kornet,1989,10,2,6.2,6.23
201969,DaJuan Summers,2009,10,4,6.05,8.75
76619,John Duren,1980,10,3,5.88,8.21
2823,John Edwards,2004,10,2,5.54,6.31
76370,Ron Cavenall,1984,10,5,5.53,7.04
2558,Reece Gaines,2003,10,3,5.39,6.8
76676,Jojo English,1992,10,3,5.21,7.61
1049,Shane Heal,1996,10,8,5.19,5.22
2220,Brandon Armstrong,2001,10,3,4.72,5.96
200772,Maurice Ager,2006,10,5,4.61,10.26
2775,Ha Seung-jin,2004,10,2,4.51,6.59
2425,Robert Archibald,2002,10,2,3.96,5.41
2876,Jared Reiner,2004,10,3,3.61,4.79
77057,Tito Horford,1988,10,6,3.51,5.16
2253,Sean Lampley,2002,11,2,16.66,21.54
1128,Stephen Howard,1992,11,6,15.31,19.5
1863,Earl Boykins,1998,11,14,14.62,20.81
78227,Andre Spencer,1992,11,2,14.57,16.14
77030,Roy Hinson,1983,11,8,13.79,17.31
76045,Richard Anderson,1982,11,8,13.41,16.04
240,Brooks Thompson,1994,11,4,13.31,17.07
78515,Willie White,1984,11,2,13.27,15.6
78565,Rob Williams,1982,11,2,13.1,14.61
2351,Oscar Torres,2001,11,2,12.82,14.98
2055,Mamadou N'diaye,2000,11,5,12.71,19.83
78031,Brian Rowsom,1987,11,3,12.58,16.05
77771,Jose Ortiz,1988,11,2,12.21,16.19
76239,Brad Branson,1981,11,2,12.09,15.98
202338,Kevin Seraphin,2010,11,7,12.06,15.73
78589,Kennard Winchester,1990,11,3,12.04,16.42
2560,Zarko Cabarkapa,2003,11,3,11.93,17.36
200762,Oleksiy Pecherov,2007,11,3,11.85,14.27
679,Jason Caffey,1995,11,8,11.82,14.5
78191,Jim Smith,1981,11,2,11.78,14.49
728,Jimmy King,1995,11,2,11.65,13.2
2436,Flip Murray,2002,11,8,11.48,15.31
1525,Charles O'Bannon,1997,11,2,11.47,12.93
201176,Jermareo Davidson,2007,11,2,11.42,13.06
76638,Keith Edmonson,1982,11,2,11.41,16.38
1054,Jerrod Mustaf,1990,11,4,11.23,14.32
200753,Patrick O'Bryant,2006,11,4,11.2,14.86
77087,Geoff Huston,1979,11,8,11.13,13.76
2484,Devin Brown,2002,11,8,11.0,14.26
202356,Armon Johnson,2010,11,2,10.81,12.73
76426,Dallas Comegys,1987,11,2,10.71,12.23
78271,John Stroeder,1987,11,2,10.57,14.16
76954,Mike Harper,1980,11,2,10.28,12.09
101212,Esteban Batista,2005,11,2,9.66,12.2
77002,Conner Henry,1986,11,2,9.33,12.48
1869,Charles R. Jones,1998,11,2,8.88,11.19
78463,Chris Washburn,1986,11,2,7.99,10.62
78404,Kiki Vandeweghe,1980,12,13,17.78,25.91
78318,Isiah Thomas,1981,12,13,17.69,22.8
76016,Mark Aguirre,1981,12,13,17.63,22.9
77626,Sidney Moncrief,1979,12,12,17.29,22.11
686,Antonio McDyess,1995,12,16,16.99,22.73
389,Toni Kukoc,1993,12,13,16.82,20.45
201149,Joakim Noah,2007,12,13,16.59,19.65
201593,Nikola Pekovic,2010,12,6,16.5,21.74
201568,Danilo Gallinari,2008,12,16,16.43,21.19
36,Sarunas Marciulionis,1989,12,8,16.41,20.78
926,Alvin Robertson,1984,12,12,16.36,19.97
201565,Derrick Rose,2008,12,16,16.29,23.28
739,Rasheed Wallace,1995,12,18,16.23,20.77
78615,Orlando Woolridge,1981,12,13,16.19,21.92
288,Armen Gilliam,1987,12,13,16.11,18.44
201952,Jeff Teague,2009,12,12,16.08,21.14
2246,Mehmet Okur,2002,12,10,15.96,18.9
101145,Monta Ellis,2005,12,12,15.93,19.95
209,Dell Curry,1986,12,16,15.86,19.21
765,Hersey Hawkins,1988,12,13,15.83,18.76
200752,Rudy Gay,2006,12,17,15.76,19.74
76176,Rolando Blackman,1981,12,13,15.74,19.25
762,Shawn Bradley,1993,12,12,15.7,19.3
349,Mark Jackson,1987,12,17,15.63,18.81
2202,Jason Richardson,2001,12,14,15.62,19.75
1517,Bobby Jackson,1997,12,12,15.57,20.25
952,Antoine Walker,1996,12,12,15.56,19.17
89,Nick Van Exel,1993,12,13,15.55,19.08
47,Wayman Tisdale,1985,12,12,15.49,18.03
470,Doc Rivers,1983,12,13,15.46,19.62
101106,Andrew Bogut,2005,12,14,15.46,20.58
698,Eddie Johnson,1981,12,18,15.43,20.19
2,Byron Scott,1983,12,14,15.39,19.42
270,Horace Grant,1987,12,17,15.38,20.28
76353,Joe Barry Carroll,1980,12,11,15.38,19.79
