rep,k,members,pac,silhouette_consensus,mean_within_coassoc,min_size,max_size,median_stability,frac_stable,selected
summary_latent_primary_bpm,2,8,0.028423752359918782,0.9879787754274745,0.9907700524128644,810,866,0.9953949903660886,0.9988066825775657,False
summary_latent_primary_bpm,3,8,0.08836533323834289,0.9588544045791448,0.9672939457743635,401,677,0.9874617183137911,0.9946300715990454,True
summary_latent_primary_bpm,4,8,0.32919459979339577,0.6527233249973241,0.7694240917575567,368,467,0.7481734109952994,0.9439140811455847,False
summary_latent_primary_bpm,5,8,0.08371317636162862,0.9256392423236132,0.9378416314696929,144,433,0.9696477495107633,0.9922434367541766,False
summary_latent_primary_bpm,6,8,0.24595233854593382,0.7387186784361734,0.8043056766405039,126,415,0.8475535168195718,0.9636038186157518,False
summary_latent_primary_bpm,7,8,0.22557546396893813,0.7017692486062883,0.7874093278844997,83,405,0.8194120115995116,0.948090692124105,False
summary_latent_primary_bpm,8,8,0.15625975136251916,0.7437151815183578,0.8260482513044589,68,377,0.8865792759051185,0.9433174224343676,False
summary_latent_primary_bpm,9,8,0.15486196701456917,0.7506563400856275,0.8227414223724573,62,355,0.862998047741592,0.9594272076372315,False
summary_latent_primary_bpm,10,8,0.19151497880525772,0.6388344520749694,0.7605838885408349,54,259,0.7647471131930539,0.9439140811455847,False
summary_latent_primary_bpm,11,8,0.18586257257863428,0.5472683325083376,0.6919385250707525,51,254,0.7066389394287944,0.8711217183770883,False
summary_latent_primary_bpm,12,8,0.18514800698179745,0.526785492147657,0.7002997846716283,51,264,0.6960629921259843,0.8138424821002387,False
