rep,k,members,pac,silhouette_consensus,mean_within_coassoc,min_size,max_size,median_stability,frac_stable,selected
ae64_umap5_hdbscan,2,40,0.758011612581484,0.30125132285496964,0.4515322443395719,105,1571,0.395792790395111,0.0441527446300716,False
ae64_umap5_hdbscan,3,40,0.758011612581484,0.3856743583330709,0.47122004018038277,105,1086,0.5101678675977626,0.5238663484486874,False
ae64_umap5_hdbscan,4,40,0.758011612581484,0.4107355704292717,0.5440868013486565,96,1086,0.5264814449844867,0.5721957040572793,False
ae64_umap5_hdbscan,5,40,0.758011612581484,0.42978465531763127,0.5783760332729015,96,1086,0.5388316107934922,0.6587112171837709,True
ae64_umap5_hdbscan,6,40,0.758011612581484,0.39038268268961185,0.5784868037199385,1,1085,0.5391216711454279,0.6605011933174224,False
ae64_umap5_hdbscan,7,40,0.758011612581484,0.37749498098315576,0.5420176019558204,1,1080,0.540352968446014,0.6628878281622912,False
ae64_umap5_hdbscan,8,40,0.758011612581484,0.36404974457231754,0.5422350273862674,1,1080,0.540352968446014,0.6634844868735084,False
ae64_umap5_hdbscan,9,40,0.758011612581484,0.3600951564369529,0.5303660142485185,1,1080,0.5404151112829294,0.6640811455847255,False
ae64_umap5_hdbscan,10,40,0.758011612581484,0.3542446988337898,0.5264807855096226,1,1080,0.5404151112829294,0.6646778042959427,False
ae64_umap5_hdbscan,11,40,0.758011612581484,0.3490212840693642,0.5339673383086754,1,1080,0.5404151112829294,0.6646778042959427,False
ae64_umap5_hdbscan,12,40,0.758011612581484,0.34410053481994846,0.5341076744866484,1,1080,0.5404151112829294,0.6646778042959427,False
