n_clusters,noise,silhouette,calinski_harabasz,davies_bouldin,dbcv,n_components,n_neighbors,min_dist,min_cluster_size,min_samples,composite_2025,dbcv_hdbscan
4,0.15137956748695003,0.3696734309196472,536.8433479909482,0.8817828015616681,0.008168996464574812,2,50,0.1,40,15,0.5737214791909568,0.48786190472749963
6,0.14988814317673377,0.36318886280059814,901.9594693362479,0.8830584966528713,-0.16819776489556387,2,50,0.1,50,5,0.6897078334006943,0.003732825171990568
4,0.1819537658463833,0.3936181664466858,878.8249183335662,0.9779239413811217,-0.1847495483620035,2,50,0.1,50,10,0.6023390870464445,0.0014272141325075843
3,0.1871737509321402,0.38381427526474,648.4325954549354,1.0059017920942501,-0.015553019850542091,2,50,0.1,50,15,0.5762632755555626,0.48786190472749963
32,0.16778523489932887,0.44190075993537903,1250.0240659701783,0.7529153364673475,0.30772800466741435,3,10,0.0,15,5,0.710951950117526,0.2648517513346435
12,0.042505592841163314,0.40101391077041626,354.31140633383325,0.6099428072499014,-0.07957017632246952,3,10,0.0,15,10,0.7328315493965969,0.0806943536876569
13,0.11409395973154363,0.4369683563709259,296.7440674240381,0.4737785084657288,0.0499265903896487,3,10,0.0,15,15,0.7109914722785797,0.47330173056617136
12,0.011931394481730051,0.3779144287109375,359.54833375988903,0.6417427064068831,-0.013872852556340442,3,10,0.0,20,5,0.7390625793381105,0.10490783197118463
12,0.042505592841163314,0.40101391077041626,354.31140633383325,0.6099428072499014,-0.07957017632246952,3,10,0.0,20,10,0.7328315493965969,0.0806943536876569
11,0.10514541387024609,0.41922739148139954,362.616482306136,0.5687243674775876,0.04052525480199643,3,10,0.0,20,15,0.7176021327917497,0.4434138766364292
11,0.027591349739000747,0.37856048345565796,369.78372094613405,0.6520533566862604,-0.019418163892700645,3,10,0.0,25,5,0.7354850396912618,0.09066639483004324
11,0.03803131991051454,0.39691030979156494,392.25531437246696,0.6327081279102363,-0.07731693589983885,3,10,0.0,25,10,0.7373526819328271,0.04722697315483929
9,0.06785980611483967,0.3983765244483948,478.1976397852267,0.6451153368822867,0.06911171168256773,3,10,0.0,25,15,0.73721830081133,0.4246616702653272
10,0.02237136465324385,0.36828485131263733,406.13788999173966,0.6903953922975521,0.026889623899788006,3,10,0.0,30,5,0.7391451073000965,0.08299852384128367
10,0.02162565249813572,0.3762044906616211,437.1092106553687,0.6887722645600765,-0.055600516681335484,3,10,0.0,30,10,0.7436538989153394,0.031994938790230056
7,0.0447427293064877,0.32189804315567017,574.5629523607219,0.7340112373122035,-0.01126074379933182,3,10,0.0,30,15,0.6823181829174765,0.41037137574876303
9,0.04548844146159582,0.3671572208404541,420.731593519842,0.7083323567794282,0.011825764384997963,3,10,0.0,40,5,0.7335002100395736,0.0682713801022899
7,0.036539895600298286,0.32898643612861633,540.0790476828636,0.8364258981018694,-0.05848786867813891,3,10,0.0,40,10,0.6823939015074894,0.01846470425257173
4,0.03281133482475764,0.38744887709617615,1031.0534683337733,0.8983198084512027,-0.10144552200184404,3,10,0.0,40,15,0.6613792779503764,0.020901573883643998
4,0.0007457121551081282,0.368664413690567,971.7221610557721,0.9164425551709963,-0.13172630354922155,3,10,0.0,50,5,0.6622481645126299,0.08543762873610633
4,0.009694258016405667,0.3755004107952118,997.544915197855,0.9113881423575833,-0.13009771788887706,3,10,0.0,50,10,0.6631712757341455,0.05194951260409397
4,0.03281133482475764,0.38744887709617615,1031.0534683337733,0.8983198084512027,-0.10144552200184404,3,10,0.0,50,15,0.6613792779503764,0.020901573883643998
29,0.29157345264727813,0.46948421001434326,932.074173302122,0.7142556849111522,0.21919659693042495,3,10,0.1,15,5,0.6461580130381802,0.17978328278491074
14,0.17002237136465326,0.28169330954551697,448.85873464746584,0.670320155866481,-0.002928181745472158,3,10,0.1,15,10,0.6861331584871782,0.09012107947996333
12,0.2796420581655481,0.34048300981521606,482.2170541925782,0.6365450919395242,0.15810040097366096,3,10,0.1,15,15,0.6654015394418757,0.03433454987252077
16,0.17822520507084266,0.25730931758880615,537.1856994361655,0.9290889989305412,0.061193423667098346,3,10,0.1,20,5,0.6888474060606846,0.11174282879457735
13,0.1662938105891126,0.2751913368701935,484.0224164134003,0.7030630315390874,-0.011599097923869206,3,10,0.1,20,10,0.6897927989951352,0.09212210825387336
12,0.2796420581655481,0.34048300981521606,482.2170541925782,0.6365450919395242,0.15810040097366096,3,10,0.1,20,15,0.6654015394418757,0.03433454987252077
16,0.17822520507084266,0.25730931758880615,537.1856994361655,0.9290889989305412,0.061193423667098346,3,10,0.1,25,5,0.6888474060606846,0.11174282879457735
12,0.18344519015659955,0.2988339364528656,515.3086722096574,0.7104315409866943,-0.006124082035486478,3,10,0.1,25,10,0.6913224006419156,0.09212210825387336
9,0.32736763609246833,0.45609331130981445,571.0793648414889,0.6409936794793365,0.18525652006177737,3,10,0.1,25,15,0.6773116423528807,0.0011273645799316236
6,0.027591349739000747,0.18268893659114838,287.07657588677426,0.8472295166224506,-0.19599564905333947,3,10,0.1,30,5,0.6378335931556495,0.01240733296800755
9,0.21774794929157346,0.39447516202926636,614.7540790927309,0.7393799340747099,0.07506282136031392,3,10,0.1,30,10,0.705322297426191,0.1268214500211997
6,0.28635346756152125,0.40147560834884644,750.3854511909844,0.7286058916368945,0.20767089281856535,3,10,0.1,30,15,0.6393538461029691,0.0011826150295299576
3,0.041014168530947054,0.2895064949989319,604.8867044170516,1.1206084878244602,-0.2757492492797068,3,10,0.1,40,5,0.6016103941322608,0.010530721140308692
8,0.24161073825503357,0.405179500579834,648.9355644384266,0.7523978004400447,0.061061452487179035,3,10,0.1,40,10,0.7031872600543077,0.11094022861455309
5,0.2692020879940343,0.4116230309009552,941.066718810019,0.7853452783317035,0.22006705332883195,3,10,0.1,40,15,0.665089500117935,0.056172979045687625
3,0.041014168530947054,0.2895064949989319,604.8867044170516,1.1206084878244602,-0.2757492492797068,3,10,0.1,50,5,0.6016103941322608,0.010530721140308692
6,0.232662192393736,0.4108017086982727,854.2765971245726,0.8075873474217937,0.06573473570132118,3,10,0.1,50,10,0.6672492582990773,0.10423862399984282
5,0.2692020879940343,0.4116230309009552,941.066718810019,0.7853452783317035,0.22006705332883195,3,10,0.1,50,15,0.665089500117935,0.056172979045687625
26,0.23788217747949292,0.4893335700035095,1389.1221251078468,0.741867042368278,0.23153108100234843,3,15,0.0,15,5,0.7109475947674632,0.1239994643326914
23,0.30201342281879195,0.5125604271888733,1708.8395331649385,0.6790455670574318,0.2679215664634974,3,15,0.0,15,10,0.7671639905491873,0.1470312444808784
19,0.3832960477255779,0.519881546497345,1407.9984068350298,0.614474064725949,0.2658328700469921,3,15,0.0,15,15,0.7537932583404314,0.10129035732494297
22,0.2058165548098434,0.4505395293235779,1254.286324101066,0.8029538798837172,0.20440931247766053,3,15,0.0,20,5,0.7412645953656903,0.08889698971792867
20,0.2803877703206562,0.47253602743148804,1421.336609739252,0.6979604450543249,0.22991890499506054,3,15,0.0,20,10,0.7788977339924517,0.12374235465175513
11,0.1931394481730052,0.46301162242889404,687.713081380846,0.5908094207746201,0.04506948653176053,3,15,0.0,20,15,0.7302812170505171,0.019389812489478762
10,0.019388516032811335,0.35497862100601196,445.5025459446753,0.7111702809790796,-0.2371954073250908,3,15,0.0,25,5,0.7419804929355258,0.03208807319610456
18,0.29157345264727813,0.4859669506549835,1475.2922014146243,0.6631818783035757,0.2119593097145656,3,15,0.0,25,10,0.7829522269455265,0.20469488685474616
10,0.2110365398956003,0.46163350343704224,716.5632550508997,0.6053939274512933,0.03364916878919498,3,15,0.0,25,15,0.7275903890519662,0.0064763405718324205
9,0.018642803877703208,0.35117483139038086,491.5339527825824,0.746565272246982,-0.21847109666446443,3,15,0.0,30,5,0.7462367788235043,0.04885655311583151
10,0.11931394481730052,0.4133985936641693,419.93604141708744,0.6288650436233523,-0.14397082338448847,3,15,0.0,30,10,0.7182092097461439,0.06723757053115459
9,0.2296793437733035,0.4635891914367676,757.3190667198603,0.632543928878591,0.024176291547797463,3,15,0.0,30,15,0.72636648225551,0.0362944152141741
8,0.018642803877703208,0.3429928123950958,534.6781095514598,0.8006960909615233,-0.22137227757333094,3,15,0.0,40,5,0.7493238916510994,0.0465293685626119
7,0.14690529455630127,0.4116499423980713,549.3501853251604,0.5681999816320326,-0.17944417160678244,3,15,0.0,40,10,0.6626109215253363,0.04698706796343165
5,0.09694258016405667,0.3774818181991577,415.04549924048615,0.6325337554502345,0.1943147867971268,3,15,0.0,40,15,0.6590440486047052,0.4361068203543771
5,0.09023117076808351,0.40894201397895813,718.9446429713103,0.8244766099140517,-0.2650911014730148,3,15,0.0,50,5,0.6961664151635497,0.04798566458276769
3,0.049962714392244596,0.40169528126716614,1307.1443394706127,0.7581012318558402,-0.23601183514394347,3,15,0.0,50,10,0.6859799118194627,0.1961335527669731
2,0.03877703206562267,0.47010716795921326,1430.3360685934217,0.7877555889921063,-0.053525487535614966,3,15,0.0,50,15,0.7119165724335375,0.0059715066932825595
16,0.17300521998508575,0.2774960398674011,411.0055550508762,0.7094005551151064,-0.05661662836965255,3,15,0.1,15,5,0.6808233954896721,0.04856478106201685
13,0.19463087248322147,0.3859490156173706,428.93986988360524,0.6789550622425911,0.07471839492487406,3,15,0.1,15,10,0.6923970775859998,0.1048876866121568
10,0.2550335570469799,0.42476001381874084,524.7010767247469,0.5935080422060818,0.08289387986429496,3,15,0.1,15,15,0.6896740426311918,0.0836706954680576
15,0.15510812826249068,0.2693684697151184,451.1193392906861,0.7617006422351367,-0.07971350184754221,3,15,0.1,20,5,0.6889847659075892,0.03270391398602499
12,0.19164802386278895,0.4122324287891388,463.69495845673856,0.7035521168527085,0.06382226138168082,3,15,0.1,20,10,0.7007099530052081,0.0739944223064915
9,0.2684563758389262,0.43426379561424255,559.5464940589003,0.5851862526454323,0.07248781561895855,3,15,0.1,20,15,0.6905573059963486,0.08276950477245974
14,0.17225950782997762,0.2940813899040222,474.55450266480483,0.7695736083420679,-0.08507651505223024,3,15,0.1,25,5,0.6898898064030905,0.03139868834158379
10,0.2244593586875466,0.4093951880931854,509.67339588072275,0.7388042691653174,0.04583482978450579,3,15,0.1,25,10,0.6950388101957861,0.050180793499838325
8,0.24161073825503357,0.3960847556591034,618.109594414518,0.7316604504911286,0.06724438683794233,3,15,0.1,25,15,0.6987404513138072,0.027078585555624732
11,0.19612229679343773,0.4110063314437866,545.1383817180559,0.7574333594894334,-0.001515597886105613,3,15,0.1,30,5,0.7073280988503423,0.016124651016666946
9,0.2080536912751678,0.40606170892715454,583.917505937732,0.7041371154817698,0.011289865421368298,3,15,0.1,30,10,0.7068848995502961,0.03579801801376886
7,0.26025354213273677,0.41068580746650696,681.2278456589833,0.7383924358398112,0.06572937027947075,3,15,0.1,30,15,0.6416495930460534,0.027078585555624732
9,0.21551081282624907,0.39862558245658875,599.1228965960179,0.8263531556969991,-0.02230640377393231,3,15,0.1,40,5,0.7050528831802154,0.056773684382589625
8,0.1767337807606264,0.37234851717948914,631.0195827248165,0.7973408192394644,-0.008794768240559622,3,15,0.1,40,10,0.7159341016212171,0.12544962282923378
6,0.24683072334079045,0.4017750918865204,784.7572237895936,0.8281407519853063,0.043456226714648286,3,15,0.1,40,15,0.6546927691597003,0.026909326048814883
5,0.2222222222222222,0.3804938793182373,875.8916445484398,0.8958217468173926,-0.06096365576839062,3,15,0.1,50,5,0.667996579685913,0.2101842659850125
6,0.16927665920954513,0.3747929632663727,817.8933122371104,0.923991839423211,-0.046604417958178775,3,15,0.1,50,10,0.6772252779508033,0.23097297688675958
6,0.24683072334079045,0.4017750918865204,784.7572237895936,0.8281407519853063,0.043456226714648286,3,15,0.1,50,15,0.6546927691597003,0.026909326048814883
26,0.24235645041014167,0.4629260003566742,1394.3996394157825,0.7237520685191612,0.21469255822942315,3,20,0.0,15,5,0.7061719288720368,0.11998539372087315
21,0.39970171513795677,0.5481523275375366,1582.3820916937368,0.6276529001948647,0.30107992906950926,3,20,0.0,15,10,0.7305505437586172,0.073572232974957
11,0.226696495152871,0.44152089953422546,558.7502174909789,0.5094556167889797,0.2063181146089557,3,20,0.0,15,15,0.7040942081333703,0.09571026348504126
23,0.2222222222222222,0.46095705032348633,1457.4769885110036,0.7511519483913878,0.19718421617337684,3,20,0.0,20,5,0.7582245897329567,0.11259461954541655
17,0.33929903057419836,0.43224284052848816,934.5916196056565,0.7101251411588742,0.2097059251280186,3,20,0.0,20,10,0.7065058788675793,0.11510691386066668
7,0.18120805369127516,0.39119473099708557,860.7192683998651,0.7303758216925801,0.16455793878079925,3,20,0.0,20,15,0.6803887203821668,0.05414197970355977
21,0.226696495152871,0.44589418172836304,1448.32707810067,0.7865380523589435,0.1497666330193108,3,20,0.0,25,5,0.7537078865234602,0.08984253395336114
10,0.13646532438478748,0.3760388195514679,637.1085198157696,0.7172301328560187,-0.06532543844477848,3,20,0.0,25,10,0.7291770775988609,0.03296559942036093
7,0.18120805369127516,0.39119473099708557,860.7192683998651,0.7303758216925801,0.16455793878079925,3,20,0.0,25,15,0.6803887203821668,0.05414197970355977
10,0.04623415361670395,0.37835854291915894,430.92522390750116,0.6829924464196202,-0.2511627547675732,3,20,0.0,30,5,0.7359760577436127,0.029992929609236486
9,0.1558538404175988,0.3882116377353668,679.2570674897902,0.7252437520448439,-0.07560576042440775,3,20,0.0,30,10,0.7294013002840043,0.0319240525293455
7,0.18120805369127516,0.39119473099708557,860.7192683998651,0.7303758216925801,0.16455793878079925,3,20,0.0,30,15,0.6803887203821668,0.05414197970355977
7,0.03131991051454139,0.36194905638694763,596.5890565520872,0.7762856029402355,-0.28791419232726034,3,20,0.0,40,5,0.6945552909588885,0.024047813242832485
8,0.12900820283370618,0.37186798453330994,738.2206646084173,0.7735121135407346,-0.03341542847293197,3,20,0.0,40,10,0.7408998032907264,0.0036388987017236278
6,0.17747949291573453,0.3900453448295593,1005.0218011584169,0.7963989382495443,0.15037620239796534,3,20,0.0,40,15,0.6957651339655552,0.0517780002888596
5,0.024608501118568233,0.411603182554245,861.5536122119056,0.8501132402469294,-0.3472363888835925,3,20,0.0,50,5,0.7305132882687568,0.006384891012731507
6,0.12005965697240865,0.3776702284812927,987.4400550783895,0.8926279796118761,-0.05187206119430776,3,20,0.0,50,10,0.7093766426883102,0.06026249017289093
6,0.17747949291573453,0.3900453448295593,1005.0218011584169,0.7963989382495443,0.15037620239796534,3,20,0.0,50,15,0.6957651339655552,0.0517780002888596
16,0.16703952274422074,0.24715429544448853,412.79370811585414,0.8119377563719541,-0.054779701441936834,3,20,0.1,15,5,0.6782406583049925,0.02897641058238456
14,0.23788217747949292,0.3806976079940796,404.78959246549886,0.6898271589865166,0.1660640990402197,3,20,0.1,15,10,0.6762189472018139,0.33303444700927687
7,0.2244593586875466,0.3764432370662689,735.5850723206989,0.8070387513454185,0.04306611100277901,3,20,0.1,15,15,0.6526871851857462,0.0022005103284302068
14,0.17747949291573453,0.25038138031959534,415.1365784733546,0.851051567856633,-0.07428696001629366,3,20,0.1,20,5,0.6758270170205544,0.01964118025499161
13,0.24906785980611484,0.41243138909339905,430.67529556705824,0.6969357394896882,0.16113145477883417,3,20,0.1,20,10,0.6802118799788812,0.3248394725472843
7,0.2244593586875466,0.3764432370662689,735.5850723206989,0.8070387513454185,0.04306611100277901,3,20,0.1,20,15,0.6526871851857462,0.0022005103284302068
13,0.16181953765846382,0.23991264402866364,441.18230476462577,0.8835776286414971,-0.11128746619454466,3,20,0.1,25,5,0.681559265783223,0.0708183532500945
8,0.19985085756897839,0.3625187277793884,619.7690667802159,0.8030060497648718,0.03279477926581686,3,20,0.1,25,10,0.7063994585742364,0.1318891927887605
7,0.2244593586875466,0.3764432370662689,735.5850723206989,0.8070387513454185,0.04306611100277901,3,20,0.1,25,15,0.6526871851857462,0.0022005103284302068
11,0.1819537658463833,0.3437536656856537,485.53771449318504,0.8940544802773984,-0.09454001559811834,3,20,0.1,30,5,0.6955306915482515,0.06886173382111348
8,0.19985085756897839,0.3625187277793884,619.7690667802159,0.8030060497648718,0.03279477926581686,3,20,0.1,30,10,0.7063994585742364,0.1318891927887605
7,0.2244593586875466,0.3764432370662689,735.5850723206989,0.8070387513454185,0.04306611100277901,3,20,0.1,30,15,0.6526871851857462,0.0022005103284302068
8,0.19910514541387025,0.34278538823127747,592.0214715651558,0.8803534103104047,-0.1163402055704576,3,20,0.1,40,5,0.7008884117670462,0.07061328646933061
7,0.17598806860551827,0.3484329283237457,689.8355166888177,0.9214913421391169,0.006824260779846124,3,20,0.1,40,10,0.6584520703357881,0.19645117010814478
6,0.20507084265473527,0.36897510290145874,855.2415571288828,0.9143168312759847,0.014873640865730542,3,20,0.1,40,15,0.6693491683516865,0.0021251789552247297
6,0.23340790454884414,0.344435453414917,694.4653234046563,0.9630234823597634,-0.161450951484332,3,20,0.1,50,5,0.6410894789880499,0.095805052371635
6,0.168530947054437,0.35179898142814636,808.6123280339044,1.0265031923940044,-0.014005794117638179,3,20,0.1,50,10,0.6730717959012813,0.09325279435908371
6,0.20507084265473527,0.36897510290145874,855.2415571288828,0.9143168312759847,0.014873640865730542,3,20,0.1,50,15,0.6693491683516865,0.0021251789552247297
22,0.21327367636092467,0.35619741678237915,715.5234335028285,0.6999930028404346,0.13275776691725213,3,30,0.0,15,5,0.6709998529593624,0.10985430369027742
13,0.20208799403430275,0.30379751324653625,604.8286180024628,0.7255304870328811,0.049641885313003314,3,30,0.0,15,10,0.6954260905769358,0.06350422010975493
7,0.09843400447427293,0.35459059476852417,271.44006192666956,0.6163408368153754,0.20382961712351846,3,30,0.0,15,15,0.6408023940656637,0.40702132042414063
17,0.20208799403430275,0.3197785019874573,851.6465010659441,0.7819402803755864,0.11143099768981865,3,30,0.0,20,5,0.7225050271944222,0.059661335493333634
12,0.21551081282624907,0.31959158182144165,647.3940098382733,0.7268109417877553,0.04271732374435758,3,30,0.0,20,10,0.6980248944091689,0.06350422010975493
7,0.09843400447427293,0.35459059476852417,271.44006192666956,0.6163408368153754,0.20382961712351846,3,30,0.0,20,15,0.6408023940656637,0.40702132042414063
10,0.07755406413124534,0.35435613989830017,423.3319037767476,0.7914467837188803,-0.05941676550539367,3,30,0.0,25,5,0.7222203921230461,0.39576574467645104
12,0.21551081282624907,0.31959158182144165,647.3940098382733,0.7268109417877553,0.04271732374435758,3,30,0.0,25,10,0.6980248944091689,0.06350422010975493
2,0.027591349739000747,0.46772822737693787,1467.738424565168,0.7705343210141774,0.13848925202387782,3,30,0.0,25,15,0.7186556716413572,0.003388277872659501
8,0.07158836689038031,0.3691290616989136,538.9899429514802,0.7909788192180142,-0.06749312178434523,3,30,0.0,30,5,0.737791843482871,0.443593765346775
10,0.2110365398956003,0.4417014420032501,612.3031415787636,0.7049359227220366,0.051769431562400575,3,30,0.0,30,10,0.7141745684896839,0.0879215298256379
2,0.027591349739000747,0.46772822737693787,1467.738424565168,0.7705343210141774,0.13848925202387782,3,30,0.0,30,15,0.7186556716413572,0.003388277872659501
8,0.07158836689038031,0.3691290616989136,538.9899429514802,0.7909788192180142,-0.06749312178434523,3,30,0.0,40,5,0.737791843482871,0.443593765346775
5,0.054436987322893364,0.3411294221878052,420.73846431774854,0.7450618570342668,-0.06344945830305285,3,30,0.0,40,10,0.6669121635630776,0.4211023195119793
2,0.027591349739000747,0.46772822737693787,1467.738424565168,0.7705343210141774,0.13848925202387782,3,30,0.0,40,15,0.7186556716413572,0.003388277872659501
6,0.06935123042505593,0.40967118740081787,724.2660649070119,0.8348684965068721,-0.1898683045216354,3,30,0.0,50,5,0.703071915473307,0.12230576784783258
2,0.011185682326621925,0.4568549692630768,1444.7190861948754,0.7864478337912658,-0.13764101489320388,3,30,0.0,50,10,0.7196444493109624,0.003022026488030034
2,0.027591349739000747,0.46772822737693787,1467.738424565168,0.7705343210141774,0.13848925202387782,3,30,0.0,50,15,0.7186556716413572,0.003388277872659501
13,0.19164802386278895,0.3228417932987213,426.91746385403303,0.7632428327491674,-0.000992678779415044,3,30,0.1,15,5,0.6836236082213749,0.02828723582703958
10,0.1819537658463833,0.3937973976135254,325.8711727242094,0.7018343584464566,-0.12270230041788416,3,30,0.1,15,10,0.6870705971605348,0.4183499685229521
11,0.30723340790454884,0.43732693791389465,440.9921633327628,0.6242513294842963,0.04550281110575713,3,30,0.1,15,15,0.6675282346489959,0.06284572049069154
11,0.19910514541387025,0.3545849621295929,500.95461159379636,0.7603330764961995,0.04500418868721399,3,30,0.1,20,5,0.6935516618546574,0.06739437015272232
9,0.168530947054437,0.3673592209815979,368.82097720716234,0.7321204044641281,-0.15238478175675113,3,30,0.1,20,10,0.6914266967516248,0.40466228800082654
8,0.26025354213273677,0.3712824583053589,579.5977530529034,0.7179202025534075,0.01906075750406888,3,30,0.1,20,15,0.6855760814112731,0.12837220976473399
9,0.17971662938105892,0.3729289174079895,598.8995274963358,0.8372723784941564,-0.0368413870731571,3,30,0.1,25,5,0.7119143015465144,0.06812278573537306
9,0.168530947054437,0.3673592209815979,368.82097720716234,0.7321204044641281,-0.15238478175675113,3,30,0.1,25,10,0.6914266967516248,0.40466228800082654
8,0.26025354213273677,0.3712824583053589,579.5977530529034,0.7179202025534075,0.01906075750406888,3,30,0.1,25,15,0.6855760814112731,0.12837220976473399
9,0.17971662938105892,0.3729289174079895,598.8995274963358,0.8372723784941564,-0.0368413870731571,3,30,0.1,30,5,0.7119143015465144,0.06812278573537306
4,0.1081282624906786,0.30518776178359985,726.7310057695777,0.7503554975530685,-0.246713373810021,3,30,0.1,30,10,0.5960127860972941,0.5703165933254122
6,0.23415361670395227,0.38432052731513977,817.7771401196186,0.8350195170704481,0.012177818184846423,3,30,0.1,30,15,0.6591797080980472,0.02674682749246461
8,0.17747949291573453,0.3506779968738556,625.5734223207165,0.8999315774414328,-0.07517604533643286,3,30,0.1,40,5,0.7119151938884296,0.04287662080859286
4,0.1081282624906786,0.30518776178359985,726.7310057695777,0.7503554975530685,-0.246713373810021,3,30,0.1,40,10,0.5960127860972941,0.5703165933254122
6,0.23415361670395227,0.38432052731513977,817.7771401196186,0.8350195170704481,0.012177818184846423,3,30,0.1,40,15,0.6591797080980472,0.02674682749246461
6,0.18791946308724833,0.3377806842327118,733.9006706485858,1.0435073311349259,-0.12382569495240014,3,30,0.1,50,5,0.6576813307735909,0.04243309562338035
3,0.10365398956002983,0.3669537305831909,1076.9307165396028,0.8315685076925616,-0.23708047787431838,3,30,0.1,50,10,0.64163993437343,0.002647199221378735
6,0.23415361670395227,0.38432052731513977,817.7771401196186,0.8350195170704481,0.012177818184846423,3,30,0.1,50,15,0.6591797080980472,0.02674682749246461
23,0.32736763609246833,0.4649336040019989,1347.247945149945,0.7621767941284091,0.22674550150125045,3,50,0.0,15,5,0.7162545442875539,0.09895811295542495
16,0.3855331841909023,0.5125576257705688,1546.0010831067934,0.7128446333637735,0.2115217668716031,3,50,0.0,15,10,0.765823796918994,0.058854000389629735
13,0.32662192393736017,0.4818459153175354,845.5342973325982,0.6059946700267447,0.03592737759569953,3,50,0.0,15,15,0.7088437398496821,0.04066927012780166
12,0.17375093214019388,0.3850257396697998,541.0738379125761,0.6571908508268663,0.03289502064869523,3,50,0.0,20,5,0.7097359650996693,0.41111602843131245
8,0.10067114093959731,0.38707539439201355,259.6625522981508,0.6511604562023776,0.1331274963975132,3,50,0.0,20,10,0.703826222106738,0.48567525580031745
11,0.3005219985085757,0.46821025013923645,963.8225057839865,0.6139573426539586,0.02907269585904121,3,50,0.0,20,15,0.7264571885467115,0.0654992859595822
10,0.13571961222967935,0.3974669873714447,655.034719456378,0.7514834794928038,-0.012136429099938775,3,50,0.0,25,5,0.7344076363824508,0.05991630600886539
8,0.10067114093959731,0.38707539439201355,259.6625522981508,0.6511604562023776,0.1331274963975132,3,50,0.0,25,10,0.703826222106738,0.48567525580031745
6,0.12527964205816555,0.3554335832595825,319.6767641056186,0.6341457636301148,0.13550382690436857,3,50,0.0,25,15,0.6376988212820496,0.45521345948667813
10,0.13571961222967935,0.3974669873714447,655.034719456378,0.7514834794928038,-0.012136429099938775,3,50,0.0,30,5,0.7344076363824508,0.05991630600886539
7,0.12080536912751678,0.3913605809211731,280.28153037188724,0.6487847263197634,0.12643460775751156,3,50,0.0,30,10,0.6404906294371097,0.5107977768158803
5,0.1215510812826249,0.38632091879844666,400.9872880793009,0.6935506386665773,0.1318013212189942,3,50,0.0,30,15,0.6515815422429095,0.4551777588077374
6,0.0947054436987323,0.3229861855506897,863.1775017340367,0.800969487613478,-0.1370882524881907,3,50,0.0,40,5,0.6963540448963874,0.008273764776589984
5,0.13870246085011187,0.4105124771595001,387.7670208886265,0.6260454770537203,0.09660144312481778,3,50,0.0,40,10,0.6487428354077541,0.502513000248112
3,0.08128262490678598,0.38802844285964966,790.1689438250709,0.7283378253603566,0.13246066603966927,3,50,0.0,40,15,0.6228363733394189,0.4279715936804566
5,0.13124533929903057,0.3542429804801941,956.2356807021553,0.7857573284973798,-0.12646929946724417,3,50,0.0,50,5,0.6993864133525355,0.18178696429891025
3,0.05219985085756898,0.38348397612571716,841.388454202039,0.7256412514893787,-0.1610347275161358,3,50,0.0,50,10,0.6360014865817907,0.4503187834069819
2,0.05891126025354213,0.4773249626159668,1511.4209220619614,0.7454289658972167,0.1261359137852181,3,50,0.0,50,15,0.7150674585225285,0.008129967993006295
11,0.21923937360178972,0.2879759669303894,424.92729699519765,0.7569747289941815,-0.013521111059039158,3,50,0.1,15,5,0.6699173126585414,0.10582932796512559
11,0.31096196868008946,0.43757468461990356,419.43063646850965,0.6195783329295798,0.07962116524601431,3,50,0.1,15,10,0.6642906757358096,0.06366709374541729
8,0.19090231170768082,0.35234391689300537,167.81873372540934,0.5451827345450262,0.11755804033149271,3,50,0.1,15,15,0.6623627673941875,0.479869901099946
10,0.2319164802386279,0.3832609951496124,465.26030785128756,0.7440819773646487,0.07145196938512863,3,50,0.1,20,5,0.6844402359859822,0.42692165474771915
7,0.24683072334079045,0.3424888551235199,603.2889136668117,0.7953565845092648,0.022757374770970697,3,50,0.1,20,10,0.627653002632972,0.027520746089670388
4,0.1342281879194631,0.3391471207141876,434.8183837492546,0.8695453066134584,0.0036114043375849395,3,50,0.1,20,15,0.5640854501062147,0.4172907271686706
10,0.2319164802386279,0.3832609951496124,465.26030785128756,0.7440819773646487,0.07145196938512863,3,50,0.1,25,5,0.6844402359859822,0.42692165474771915
7,0.24683072334079045,0.3424888551235199,603.2889136668117,0.7953565845092648,0.022757374770970697,3,50,0.1,25,10,0.627653002632972,0.027520746089670388
4,0.1342281879194631,0.3391471207141876,434.8183837492546,0.8695453066134584,0.0036114043375849395,3,50,0.1,25,15,0.5640854501062147,0.4172907271686706
8,0.19388516032811334,0.3574562668800354,556.4548404534412,0.8092270133514721,0.01109036848534968,3,50,0.1,30,5,0.7010983759789153,0.06069827387534621
6,0.2080536912751678,0.3289172053337097,695.5317455659019,0.883210576549646,0.005991270605673171,3,50,0.1,30,10,0.6464746479740963,0.02670005247784128
4,0.1342281879194631,0.3391471207141876,434.8183837492546,0.8695453066134584,0.0036114043375849395,3,50,0.1,30,15,0.5640854501062147,0.4172907271686706
6,0.1789709172259508,0.3267520070075989,674.739083875045,0.8651215125751824,-0.04968042605253459,3,50,0.1,40,5,0.6527954342708592,0.060345975596025975
6,0.2080536912751678,0.3289172053337097,695.5317455659019,0.883210576549646,0.005991270605673171,3,50,0.1,40,10,0.6464746479740963,0.02670005247784128
4,0.1342281879194631,0.3391471207141876,434.8183837492546,0.8695453066134584,0.0036114043375849395,3,50,0.1,40,15,0.5640854501062147,0.4172907271686706
4,0.14093959731543623,0.31392401456832886,923.6033931298354,0.9005065062040495,-0.08064563323410696,3,50,0.1,50,5,0.6071670623036021,0.23075974443250596
