rep,k,members,pac,silhouette_consensus,mean_within_coassoc,min_size,max_size,median_stability,frac_stable,selected
summary_latent_consecutive,2,8,0.032282976525487124,0.9835949271206565,0.9859477241891849,680,996,0.9982914572864322,0.9982100238663485,False
summary_latent_consecutive,3,8,0.1358999750650091,0.9130447185336761,0.9346416878231235,469,683,0.9653574919703952,0.9928400954653938,False
summary_latent_consecutive,4,8,0.05683681829515905,0.9544349551720803,0.9652189279588388,297,563,0.984048156508653,0.9928400954653938,True
summary_latent_consecutive,5,8,0.06179531934599081,0.944340561594522,0.9556730844722804,229,478,0.9832210799952735,0.9952267303102625,False
summary_latent_consecutive,6,8,0.1539999287571688,0.8478023729317425,0.8798993820432011,152,456,0.9138038108680311,0.9850835322195705,False
summary_latent_consecutive,7,8,0.14909201011648202,0.7953107768124322,0.8558715447400008,139,338,0.8986772486772486,0.9725536992840096,False
summary_latent_consecutive,8,8,0.1114423111174438,0.845602853435104,0.874910440885202,124,340,0.9172270615563298,0.9821002386634845,False
summary_latent_consecutive,9,8,0.15396929433975706,0.6720133711249117,0.7836869496949408,8,329,0.8106447688564478,0.9307875894988067,False
summary_latent_consecutive,10,8,0.1314394614041962,0.7691268950909793,0.8442580654656007,48,257,0.8654482886904762,0.9534606205250596,False
summary_latent_consecutive,11,8,0.15441242474975955,0.6376143276613876,0.7360599475964885,55,254,0.7750213032335032,0.9116945107398569,False
summary_latent_consecutive,12,8,0.1742407295265914,0.53923477194274,0.6913374442585455,48,200,0.6987690550190548,0.863961813842482,False
