rep,k,members,pac,silhouette_consensus,mean_within_coassoc,min_size,max_size,median_stability,frac_stable,selected
pca_latent,2,8,0.09157411035514551,0.9604875688043759,0.9689729273317833,663,1013,0.9859189723320159,0.9946300715990454,False
pca_latent,3,8,0.3097681045844762,0.7363783081210548,0.8109695372555717,532,595,0.8296139359698682,0.9445107398568019,True
pca_latent,4,8,0.2943176717842767,0.6127037854276633,0.7385787776946214,236,571,0.7432225365393682,0.8717183770883055,False
pca_latent,5,8,0.31872475332169703,0.5645355652841301,0.6624399314532476,193,539,0.700657242063492,0.8448687350835322,False
pca_latent,6,8,0.31179852527339436,0.4134156608641534,0.5764204200622902,23,627,0.5899817434961205,0.7505966587112172,False
pca_latent,7,8,0.27160688205749295,0.4274328452769994,0.6037646993033771,7,405,0.6031377347243368,0.7106205250596659,False
pca_latent,8,8,0.24194991628967336,0.4976679637485676,0.6351605105811522,70,353,0.6379498106060606,0.8007159904534606,False
pca_latent,9,8,0.22314180885548393,0.4510929392161533,0.6455220027095747,2,365,0.6048960429242118,0.7541766109785203,False
pca_latent,10,8,0.1688675951982332,0.5807438464660291,0.6908095896280111,90,229,0.7125326902786737,0.837708830548926,False
pca_latent,11,8,0.19179425070352296,0.474563472898206,0.6244935837811888,79,239,0.6247635814889335,0.7410501193317423,False
pca_latent,12,8,0.15210700673244754,0.505321159174531,0.6255020559241738,29,207,0.6307345386886705,0.75,False
