rep,k,members,pac,silhouette_consensus,mean_within_coassoc,min_size,max_size,median_stability,frac_stable,selected
ae64_latent_mp250,2,8,0.06974922682749103,0.9762989082240979,0.9805885855099328,713,831,0.9901685393258427,1.0,False
ae64_latent_mp250,3,8,0.12410636033028989,0.9192017742206997,0.9392389900096999,485,560,0.9731706498223411,0.9883419689119171,True
ae64_latent_mp250,4,8,0.36266239980658094,0.5675057361726601,0.7069213049371724,223,493,0.7379330138764101,0.9132124352331606,False
ae64_latent_mp250,5,8,0.1544111968139584,0.8224668010205644,0.8707853206711059,251,441,0.9240909090909092,0.9669689119170984,False
ae64_latent_mp250,6,8,0.2458260437409125,0.6390342175421255,0.7363816837159822,179,406,0.7605642256902762,0.917098445595855,False
ae64_latent_mp250,7,8,0.26957948146232863,0.5482587206504327,0.6776836638315459,184,233,0.7091815145386573,0.8633419689119171,False
ae64_latent_mp250,8,8,0.22865170803125598,0.5677274490968088,0.6938823246515375,116,265,0.7375711382113821,0.7959844559585493,False
ae64_latent_mp250,9,8,0.20885227955768823,0.5520161570478141,0.6941068753795192,86,288,0.6801718654941651,0.7862694300518135,False
ae64_latent_mp250,10,8,0.19360206045016942,0.5402916761586009,0.6705082846443435,69,214,0.6874593269186073,0.7752590673575129,False
ae64_latent_mp250,11,8,0.15657708722997726,0.619562809847857,0.7331819961639277,57,206,0.7470512177524373,0.8620466321243523,False
ae64_latent_mp250,12,8,0.1383088929109903,0.6563576506394841,0.7499507951571699,59,169,0.7680581323438466,0.8911917098445595,False
