player_id,draft_year,pick,round,n_match
unselwe01,,,,0
upshake01,,,,0
uzohbe01,,,,0
valenda01,1981.0,16.0,1.0,15
vanbrja01,,,,0
vandeki01,1980.0,11.0,1.0,15
vanexni01,1993.0,37.0,2.0,15
vanhoke01,1997.0,2.0,1.0,15
vanosni01,1985.0,32.0,2.0,15
varejan01,2004.0,30.0,2.0,15
vasqugr01,2010.0,28.0,1.0,15
vaughda02,1995.0,25.0,1.0,15
vaughja01,1997.0,27.0,1.0,15
vaughlo01,1990.0,13.0,1.0,15
verhope01,,,,0
villach01,2005.0,7.0,1.0,15
vinceja01,1981.0,24.0,2.0,15
vincesa01,1985.0,20.0,1.0,15
volkoal01,1986.0,134.0,6.0,15
voskuja01,2000.0,33.0,2.0,15
vraneda01,1981.0,5.0,1.0,15
vrankst01,,,,0
vromaja01,2004.0,31.0,2.0,15
vujacsa01,2004.0,27.0,1.0,15
wadedw01,2003.0,5.0,1.0,15
wafervo01,2005.0,39.0,2.0,15
wagneda02,2002.0,6.0,1.0,15
wagnemi01,1986.0,35.0,2.0,15
waitegr01,1983.0,39.0,2.0,15
walkean02,1996.0,6.0,1.0,15
walkebi01,2008.0,47.0,2.0,15
walkeda01,1983.0,12.0,1.0,15
walkefo01,,,,0
walkeke01,1986.0,5.0,1.0,15
walkesa01,1996.0,9.0,1.0,15
walkewa01,1976.0,5.0,1.0,15
wallabe01,,,,0
wallage01,2001.0,25.0,1.0,15
wallajo01,1996.0,18.0,1.0,15
wallara01,1995.0,4.0,1.0,15
walljo01,2010.0,1.0,1.0,15
waltere01,1993.0,16.0,1.0,15
waltobi01,,,,0
waltoll01,1976.0,40.0,3.0,15
waltolu01,2003.0,32.0,2.0,15
wardch01,1994.0,26.0,1.0,15
warribr01,1982.0,25.0,2.0,15
warriha01,2005.0,19.0,1.0,15
washbch01,1986.0,3.0,1.0,15
washier01,1997.0,46.0,2.0,15
washike01,,,,0
washipe01,,,,0
washiri01,1976.0,3.0,1.0,15
watsocj01,,,,0
watsoea01,2001.0,39.0,2.0,15
watsoja01,1994.0,47.0,2.0,15
weathcl01,,,,0
weaveky01,2008.0,38.0,2.0,15
webbech01,1993.0,1.0,1.0,15
webbsp01,1985.0,87.0,4.0,15
webstma01,,,,0
webstma02,2005.0,6.0,1.0,15
wedmasc01,,,,0
weemsso01,2008.0,39.0,2.0,15
wellsbo01,1998.0,11.0,1.0,15
welpch01,1987.0,16.0,1.0,15
welscji01,2002.0,16.0,1.0,15
wennibi01,1985.0,16.0,1.0,15
wesleda01,,,,0
westbru01,2008.0,4.0,1.0,15
westda01,2003.0,18.0,1.0,15
westde01,2004.0,24.0,1.0,15
westdo01,1989.0,38.0,2.0,15
westma01,1983.0,30.0,2.0,15
westma02,,,,0
westppa01,,,,0
whatlen01,1983.0,13.0,1.0,15
wheatde01,1997.0,51.0,2.0,15
wheelcl01,,,,0
whitedj01,2008.0,29.0,1.0,15
whiteer01,1987.0,65.0,3.0,15
whiteha01,2010.0,33.0,2.0,15
whiteja01,1998.0,43.0,2.0,15
whiteja02,2006.0,31.0,2.0,15
whiteje01,1978.0,41.0,2.0,15
whitejo01,,,,0
whitera01,1989.0,8.0,1.0,15
whitero01,1982.0,86.0,4.0,15
whitero02,2001.0,9.0,1.0,15
whitewi01,1984.0,42.0,2.0,15
whitnch01,1993.0,47.0,2.0,15
whitnha02,,,,0
wickssi01,,,,0
wiggimi01,1983.0,23.0,1.0,15
wilcoch01,2002.0,8.0,1.0,15
wileymi01,1980.0,39.0,2.0,15
wileymo01,1988.0,46.0,2.0,15
wilkebo01,1976.0,11.0,1.0,15
wilkeja01,,,,0
wilkeja02,1980.0,50.0,3.0,15
wilkida02,,,,0
wilkido01,1982.0,3.0,1.0,15
wilkied01,,,,0
wilkige01,1985.0,47.0,2.0,15
wilkije01,1977.0,37.0,2.0,15
wilksmi01,,,,0
williaa01,,,,0
willial02,1997.0,47.0,2.0,15
willibu01,1981.0,3.0,1.0,15
willico02,1995.0,13.0,1.0,15
willide01,2005.0,3.0,1.0,15
willier01,1995.0,14.0,1.0,15
willifr01,1978.0,8.0,1.0,15
willifr02,2002.0,25.0,1.0,15
willigu01,,,,0
willihe01,1981.0,14.0,1.0,15
williho01,1985.0,45.0,2.0,15
willija01,1990.0,21.0,1.0,15
willija02,1998.0,7.0,1.0,15
willija04,,,,0
willije01,1996.0,26.0,1.0,15
willijo01,,,,0
willijo02,1986.0,12.0,1.0,15
williju01,,,,0
willike01,1983.0,46.0,2.0,15
willike02,1984.0,11.0,1.0,15
willike03,1990.0,46.0,2.0,15
willilo01,,,,0
willilo02,2005.0,45.0,2.0,15
willima01,2003.0,47.0,2.0,15
willima02,2005.0,2.0,1.0,15
willima03,2006.0,22.0,1.0,15
willimi02,1988.0,48.0,2.0,15
willimo01,1994.0,24.0,1.0,15
willira01,1977.0,10.0,1.0,15
willire01,1987.0,4.0,1.0,15
willire02,,,,0
williro02,1982.0,19.0,1.0,15
willisa02,,,,0
willisc01,,,,0
willise01,2007.0,17.0,1.0,15
willish01,1998.0,34.0,2.0,15
willish02,2006.0,5.0,1.0,15
willish03,2006.0,17.0,1.0,15
willisl01,1979.0,21.0,1.0,15
willite01,2009.0,11.0,1.0,15
williwa02,1992.0,7.0,1.0,15
willobi01,,,,0
wilsoot01,1984.0,35.0,2.0,15
wilsotr01,1990.0,36.0,2.0,15
winchke01,,,,0
wingada01,1986.0,44.0,2.0,15
wingfdo01,1994.0,37.0,2.0,15
wintebr01,,,,0
wittmra01,1983.0,22.0,1.0,15
wolfjo01,1987.0,13.0,1.0,15
woodal01,1981.0,4.0,1.0,15
woodda01,,,,0
woodle01,1984.0,10.0,1.0,15
woodslo01,2001.0,45.0,2.0,15
woodsmi01,1980.0,12.0,1.0,15
woodsqy01,2002.0,21.0,1.0,15
woodsra01,1992.0,16.0,1.0,15
woolror01,1981.0,6.0,1.0,15
workmha01,1989.0,49.0,2.0,15
worthja01,1982.0,1.0,1.0,15
wrighan01,2005.0,15.0,1.0,15
wrighbr03,2007.0,8.0,1.0,15
wrighdo01,2004.0,19.0,1.0,15
wrighju01,2007.0,13.0,1.0,15
wrighla01,1976.0,14.0,1.0,15
wrighlo02,1996.0,7.0,1.0,15
wrighsh01,1994.0,6.0,1.0,15
youngda01,1984.0,39.0,2.0,15
youngni01,2007.0,16.0,1.0,15
youngsa01,2009.0,36.0,2.0,15
youngth01,2007.0,12.0,1.0,15
zhizhwa01,1999.0,36.0,2.0,15
zidekge01,1995.0,22.0,1.0,15
