player_id,draft_year,pick,round,n_match
jeffech01,2002.0,27.0,1.0,15
jefferi01,2001.0,13.0,1.0,15
jeffrja01,2002.0,11.0,1.0,15
jennibr01,2009.0,10.0,1.0,15
jennike01,,,,0
jerebjo01,2009.0,39.0,2.0,15
jianlyi01,2007.0,6.0,1.0,15
johnsal01,2006.0,45.0,2.0,15
johnsam01,2005.0,56.0,2.0,15
johnsan02,1997.0,39.0,2.0,15
johnsar02,2010.0,34.0,2.0,15
johnsav01,,,,0
johnsbu01,1986.0,20.0,1.0,15
johnsch03,,,,0
johnscl01,1978.0,44.0,2.0,15
johnscl02,1978.0,110.0,5.0,15
johnsda01,1992.0,26.0,1.0,15
johnsde01,1976.0,29.0,2.0,15
johnsde03,2000.0,6.0,1.0,15
johnsed02,1977.0,49.0,3.0,15
johnsed03,1981.0,29.0,2.0,15
johnser02,1993.0,23.0,1.0,15
johnsfr01,1981.0,11.0,1.0,15
johnsge02,1978.0,12.0,1.0,15
johnsge03,1978.0,12.0,1.0,15
johnsja01,2009.0,16.0,1.0,15
johnsjo01,1979.0,144.0,7.0,15
johnsjo02,2001.0,10.0,1.0,15
johnske02,1987.0,7.0,1.0,15
johnsla02,1991.0,1.0,1.0,15
johnsli01,,,,0
johnsma01,1977.0,3.0,1.0,15
johnsma02,1979.0,1.0,1.0,15
johnsmi01,,,,0
johnsol01,,,,0
johnsre01,1980.0,15.0,1.0,15
johnsst03,1981.0,7.0,1.0,15
johnsvi01,1979.0,7.0,1.0,15
johnswe01,2010.0,4.0,1.0,15
jonesan01,1986.0,21.0,1.0,15
jonesbo01,,,,0
jonesbo02,2006.0,37.0,2.0,15
jonesca01,,,,0
jonesch01,1983.0,104.0,5.0,15
jonesch02,1984.0,36.0,2.0,15
jonesch03,,,,0
jonesda01,,,,0
jonesda02,2003.0,20.0,1.0,15
jonesdo02,2010.0,25.0,1.0,15
jonesdw01,,,,0
jonesed01,1979.0,31.0,2.0,15
jonesed02,1994.0,10.0,1.0,15
jonesfr01,2002.0,14.0,1.0,15
jonesja02,2003.0,49.0,2.0,15
jonesju01,1999.0,27.0,1.0,15
jonesma01,1976.0,20.0,2.0,15
jonespo01,1992.0,41.0,2.0,15
jonesso01,2006.0,33.0,2.0,15
jordade01,2008.0,35.0,2.0,15
jordaed01,1977.0,33.0,2.0,15
jordami01,1984.0,3.0,1.0,15
jordare01,,,,0
judkije01,1978.0,30.0,2.0,15
kamanch01,2003.0,6.0,1.0,15
kaponja01,2003.0,31.0,2.0,15
kasunma01,2002.0,40.0,2.0,15
keacl01,1980.0,169.0,8.0,15
keefead01,1992.0,10.0,1.0,15
kelleri01,,,,0
kellocl01,1982.0,8.0,1.0,15
kelsegr01,1979.0,4.0,1.0,15
kempsh01,1989.0,17.0,1.0,15
kemptti01,1986.0,124.0,6.0,15
kenonla01,,,,0
kerrst01,1988.0,50.0,2.0,15
kerseje01,1984.0,46.0,2.0,15
kesslal01,1990.0,12.0,1.0,15
keysra01,1988.0,22.0,1.0,15
khryavi01,2004.0,22.0,1.0,15
kiddja01,1994.0,2.0,1.0,15
kimblbo01,1990.0,8.0,1.0,15
kingal01,1981.0,10.0,1.0,15
kingbe01,1977.0,7.0,1.0,15
kingge02,,,,0
kingre01,1979.0,18.0,1.0,15
kingst01,1989.0,6.0,1.0,15
kinseta01,,,,0
kirilan01,1999.0,24.0,1.0,15
kitegr01,1983.0,21.0,1.0,15
kittlke01,1996.0,8.0,1.0,15
kleinjo01,1985.0,6.0,1.0,15
kleizli01,2005.0,27.0,1.0,15
knighbi01,,,,0
knighbr01,1997.0,16.0,1.0,15
knighne01,1990.0,31.0,2.0,15
knighto01,1977.0,32.0,2.0,15
knightr01,1996.0,29.0,1.0,15
kofoeba01,1987.0,107.0,5.0,15
koncajo01,1985.0,5.0,1.0,15
kopicjo01,1982.0,56.0,3.0,15
kornefr01,1989.0,30.0,2.0,15
korveky01,2003.0,51.0,2.0,15
koufoko01,2008.0,23.0,1.0,15
kramejo01,1978.0,63.0,3.0,15
krstine01,2002.0,24.0,1.0,15
krystla01,1986.0,28.0,2.0,15
kukocto01,1990.0,29.0,2.0,15
kunneke01,,,,0
kupchmi01,1976.0,13.0,1.0,15
laceysa01,,,,0
laettch01,1992.0,3.0,1.0,15
lafrera01,1998.0,3.0,1.0,15
lagarto01,1977.0,9.0,1.0,15
laimbbi01,1979.0,65.0,3.0,15
lambejo01,,,,0
lampema01,2003.0,30.0,2.0,15
lampje01,1981.0,15.0,1.0,15
landrca01,2007.0,31.0,2.0,15
landsma01,1977.0,35.0,2.0,15
laneje01,1988.0,23.0,1.0,15
langan01,1988.0,28.0,2.0,15
langan02,1994.0,29.0,2.0,15
langdtr01,1999.0,11.0,1.0,15
langhda01,2000.0,31.0,2.0,15
laniebo01,,,,0
larueru01,,,,0
laudepr01,1996.0,28.0,1.0,15
lawac01,2007.0,11.0,1.0,15
lawsoty01,2009.0,18.0,1.0,15
leaveal01,1979.0,104.0,5.0,15
leckner01,1988.0,17.0,1.0,15
leeco01,2008.0,22.0,1.0,15
leeda02,2005.0,30.0,1.0,15
leeke01,1985.0,11.0,1.0,15
leero01,1976.0,10.0,1.0,15
legleti01,,,,0
lenarvo01,1994.0,46.0,2.0,15
lesji01,1986.0,70.0,3.0,15
lestero01,1980.0,10.0,1.0,15
leverfa01,,,,0
levincl01,1982.0,9.0,1.0,15
lewisqu01,1999.0,19.0,1.0,15
lewisra01,1985.0,139.0,6.0,15
lewisra02,1998.0,32.0,2.0,15
lewisre01,1987.0,22.0,1.0,15
liberma01,1990.0,42.0,2.0,15
lichtto01,1989.0,15.0,1.0,15
linje01,,,,0
listeal01,1981.0,21.0,1.0,15
livinra01,1996.0,42.0,2.0,15
livinsh01,2004.0,4.0,1.0,15
lloydle01,1981.0,76.0,4.0,15
lloydsc01,,,,0
loderke01,1981.0,17.0,1.0,15
lohaubr01,1987.0,45.0,2.0,15
longar01,,,,0
longgr01,1988.0,33.0,2.0,15
longjo01,1978.0,29.0,2.0,15
longllu01,1991.0,7.0,1.0,15
lopezbr01,2008.0,10.0,1.0,15
lopezfe01,1998.0,24.0,1.0,15
lopezra01,2001.0,24.0,1.0,15
lopezro01,2008.0,15.0,1.0,15
loveke01,2008.0,5.0,1.0,15
lowesi01,1983.0,25.0,2.0,15
lowryky01,2006.0,24.0,1.0,15
lucasjo01,1976.0,1.0,1.0,15
lucasjo02,,,,0
lucasma01,,,,0
luety01,1998.0,23.0,1.0,15
lynchge01,1993.0,12.0,1.0,15
lynchke01,1991.0,28.0,2.0,15
maccuto01,1999.0,47.0,2.0,15
macklru01,1981.0,52.0,3.0,15
mackol01,1979.0,25.0,2.0,15
macksa01,,,,0
macledo01,1992.0,19.0,1.0,15
maconma01,1991.0,8.0,1.0,15
macyky01,1979.0,22.0,1.0,15
madkige01,,,,0
madsema01,2000.0,29.0,1.0,15
maggeco01,1999.0,13.0,1.0,15
magloja01,2000.0,19.0,1.0,15
mahinia01,2005.0,28.0,1.0,15
mahorri01,1980.0,35.0,2.0,15
majerda01,1988.0,14.0,1.0,15
malonje01,1983.0,10.0,1.0,15
malonka01,1985.0,13.0,1.0,15
malonma01,,,,0
malonmo01,,,,0
mannida01,1988.0,1.0,1.0,15
mannipa01,1983.0,43.0,2.0,15
manniri01,,,,0
marbust01,1996.0,4.0,1.0,15
marcisa01,1987.0,127.0,6.0,15
mariosh01,1999.0,9.0,1.0,15
marksse01,1998.0,44.0,2.0,15
marshdo01,1994.0,4.0,1.0,15
marshdo02,1995.0,39.0,2.0,15
marshra01,,,,0
martibi01,1985.0,26.0,2.0,15
martica01,,,,0
martida01,,,,0
martije01,1989.0,31.0,2.0,15
martike01,2000.0,1.0,1.0,15
martike02,2004.0,26.0,1.0,15
martima01,,,,0
mashbja01,1993.0,4.0,1.0,15
masonan01,1988.0,53.0,3.0,15
masonde01,2000.0,17.0,1.0,15
masonro01,2002.0,30.0,2.0,15
masseto01,1990.0,43.0,2.0,15
matthwe01,1980.0,14.0,1.0,15
matthwe02,,,,0
maxeyma01,1992.0,28.0,2.0,15
maxieja01,2005.0,26.0,1.0,15
maxwece01,1977.0,12.0,1.0,15
maxweve01,1988.0,47.0,2.0,15
maybele01,1992.0,23.0,1.0,15
maynoer01,2009.0,20.0,1.0,15
mayooj01,2008.0,3.0,1.0,15
maysc01,1976.0,2.0,1.0,15
mayse01,2005.0,13.0,1.0,15
maystr01,1990.0,14.0,1.0,15
mbahalu01,2008.0,37.0,2.0,15
mbengdj01,,,,0
mcadobo01,,,,0
mccanbo01,1987.0,32.0,2.0,15
mccanra01,2005.0,14.0,1.0,15
mccarwa01,1996.0,19.0,1.0,15
mccasam01,1996.0,49.0,2.0,15
mccloge01,1989.0,7.0,1.0,15
mccorti01,1984.0,12.0,1.0,15
mccoyje01,1998.0,33.0,2.0,15
mccraro01,1983.0,3.0,1.0,15
mccrasc01,1983.0,36.0,2.0,15
mcdanxa01,1985.0,4.0,1.0,15
mcdonbe01,1984.0,50.0,3.0,15
mcdowha01,1981.0,102.0,5.0,15
mcdyean01,1995.0,2.0,1.0,15
mcelrji01,,,,0
mcgeeja01,2008.0,18.0,1.0,15
mcgeemi01,1981.0,19.0,1.0,15
mcginge01,,,,0
mcgratr01,1997.0,9.0,1.0,15
mcguido01,2007.0,47.0,2.0,15
mchalke01,1980.0,3.0,1.0,15
mcilvji01,1994.0,32.0,2.0,15
mcinnje01,1996.0,37.0,2.0,15
mckenke01,1981.0,88.0,4.0,15
mckeyde01,1987.0,9.0,1.0,15
mckieaa01,1994.0,17.0,1.0,15
mckinbi01,1977.0,115.0,6.0,15
mcleoke01,,,,0
mcleoro01,1998.0,20.0,1.0,15
mcmilna01,1986.0,30.0,2.0,15
mcmilto01,,,,0
mcnamma01,1982.0,22.0,1.0,15
mcneach01,1983.0,38.0,2.0,15
mcrobjo01,2007.0,37.0,2.0,15
medvest01,,,,0
meeksjo01,2009.0,41.0,2.0,15
mensapo01,,,,0
mercero01,1997.0,6.0,1.0,15
meriwjo01,,,,0
meyerlo01,1995.0,24.0,1.0,15
michela01,1983.0,29.0,2.0,15
mihmch01,2000.0,7.0,1.0,15
milescj01,2005.0,34.0,2.0,15
milesda01,2000.0,3.0,1.0,15
milicda01,2003.0,2.0,1.0,15
millean01,1994.0,39.0,2.0,15
millean02,1999.0,8.0,1.0,15
millebr01,,,,0
millemi01,2000.0,5.0,1.0,15
milleol01,1992.0,22.0,1.0,15
millere01,1987.0,11.0,1.0,15
millsch01,1993.0,22.0,1.0,15
millspa01,2006.0,47.0,2.0,15
millspa02,2009.0,55.0,2.0,15
millste01,1990.0,16.0,1.0,15
minerha01,1992.0,12.0,1.0,15
mingya01,2002.0,1.0,1.0,15
minnidi01,1983.0,33.0,2.0,15
minorgr01,1994.0,25.0,1.0,15
mitchmi01,1978.0,15.0,1.0,15
mitchsa01,,,,0
mixst01,,,,0
moblecu01,1998.0,41.0,2.0,15
mobleer01,1994.0,18.0,1.0,15
mohamna01,1998.0,29.0,1.0,15
moisoje01,2000.0,11.0,1.0,15
mokespa01,1979.0,42.0,2.0,15
moncrsi01,1979.0,5.0,1.0,15
monrogr01,2010.0,7.0,1.0,15
montrer01,1994.0,9.0,1.0,15
moonja01,,,,0
moorejo01,1979.0,43.0,2.0,15
moorelo01,1980.0,52.0,3.0,15
mooremi01,,,,0
mooretr01,,,,0
morriad01,2006.0,3.0,1.0,15
morrich01,1988.0,4.0,1.0,15
morrira01,,,,0
morrite01,2001.0,33.0,2.0,15
morroan01,,,,0
mortojo01,1989.0,25.0,1.0,15
mosspe01,1982.0,69.0,3.0,15
motenla01,1995.0,36.0,2.0,15
mottoha01,2000.0,40.0,2.0,15
mournal01,1992.0,2.0,1.0,15
mozgoti01,,,,0
mulleby01,2009.0,24.0,1.0,15
mullich01,1985.0,7.0,1.0,15
murdoer01,1991.0,21.0,1.0,15
muresgh01,1993.0,30.0,2.0,15
murphca01,,,,0
murphja01,1984.0,31.0,2.0,15
murphto01,1986.0,53.0,3.0,15
murphtr01,2001.0,14.0,1.0,15
murrala01,1994.0,7.0,1.0,15
murraro01,,,,0
murratr01,1992.0,18.0,1.0,15
mustaje01,1990.0,17.0,1.0,15
mutomdi01,1991.0,4.0,1.0,15
muursma01,1996.0,25.0,1.0,15
myerspe01,1986.0,120.0,6.0,15
nachbbo01,2002.0,15.0,1.0,15
nailole01,1999.0,43.0,2.0,15
najered01,2000.0,38.0,2.0,15
nancela01,1981.0,20.0,1.0,15
nashst01,1996.0,15.0,1.0,15
natersw01,,,,0
nattca01,1979.0,8.0,1.0,15
nattke01,1980.0,30.0,2.0,15
ndiayma02,2000.0,26.0,1.0,15
nealcr01,1988.0,71.0,3.0,15
nealga01,,,,0
nealyed01,1982.0,166.0,8.0,15
nelsoja01,2004.0,20.0,1.0,15
nesbyty01,,,,0
nestera01,1998.0,17.0,1.0,15
nevitch01,1982.0,63.0,3.0,15
newbiiv01,,,,0
newblir01,,,,0
newlimi01,,,,0
newmajo01,1986.0,29.0,2.0,15
nicksca01,1980.0,23.0,1.0,15
nimphku01,1980.0,47.0,3.0,15
nixonno01,1977.0,22.0,1.0,15
noahjo01,2007.0,9.0,1.0,15
nocioan01,,,,0
normake01,1987.0,19.0,1.0,15
norriau01,1982.0,37.0,2.0,15
norrimo01,1996.0,33.0,2.0,15
novakst01,2006.0,32.0,2.0,15
nowitdi01,1998.0,9.0,1.0,15
oaklech01,1985.0,9.0,1.0,15
obannch01,1997.0,31.0,2.0,15
obanned01,1995.0,9.0,1.0,15
obertfa01,,,,0
obryapa01,2006.0,9.0,1.0,15
odengr01,2007.0,1.0,1.0,15
odomla01,1999.0,4.0,1.0,15
oggal01,,,,0
okafoem01,2004.0,2.0,1.0,15
okoremi01,1980.0,6.0,1.0,15
okurme01,2001.0,37.0,2.0,15
olajuha01,1984.0,1.0,1.0,15
olberma01,,,,0
oldhaja01,1980.0,41.0,2.0,15
olivebr01,1990.0,32.0,2.0,15
oliveji01,1991.0,39.0,2.0,15
ollieke01,,,,0
olowomi01,1998.0,1.0,1.0,15
onealje01,1996.0,17.0,1.0,15
onealsh01,1992.0,1.0,1.0,15
orrlo01,1980.0,29.0,2.0,15
ostergr01,1995.0,28.0,1.0,15
outlabo01,,,,0
outlatr01,2003.0,23.0,1.0,15
overtdo01,1991.0,40.0,2.0,15
owensan01,,,,0
owensbi01,1991.0,3.0,1.0,15
owensto01,,,,0
oyedeol01,2000.0,42.0,2.0,15
pachuza01,2003.0,42.0,2.0,15
packro01,,,,0
paddige01,1988.0,74.0,3.0,15
padgesc01,1999.0,28.0,1.0,15
palacmi01,,,,0
pargoja01,,,,0
parisro01,1976.0,8.0,1.0,15
parkean01,1997.0,21.0,1.0,15
parkesm01,,,,0
parkeso01,1976.0,17.0,1.0,15
parketo01,2001.0,28.0,1.0,15
parksch02,1995.0,12.0,1.0,15
pattepa01,2010.0,14.0,1.0,15
patteru01,1998.0,31.0,2.0,15
paulch01,2005.0,4.0,1.0,15
paultbi01,,,,0
pavloal01,2003.0,19.0,1.0,15
paxsoji02,1979.0,12.0,1.0,15
paxsojo01,1983.0,19.0,1.0,15
payneke01,1989.0,19.0,1.0,15
paytoga01,1990.0,2.0,1.0,15
pecheol01,2006.0,18.0,1.0,15
peelean01,1992.0,15.0,1.0,15
pekovni01,2008.0,31.0,2.0,15
pellosa01,,,,0
pendeje02,2009.0,31.0,2.0,15
perduwi01,1988.0,11.0,1.0,15
perkike01,2003.0,27.0,1.0,15
perkisa01,1984.0,4.0,1.0,15
perryel01,1991.0,37.0,2.0,15
perryti01,1988.0,7.0,1.0,15
persoch01,1986.0,4.0,1.0,15
persowe01,1994.0,23.0,1.0,15
peterji01,1984.0,51.0,3.0,15
petermo01,2000.0,21.0,1.0,15
petrodr01,1986.0,60.0,3.0,15
petrojo01,2005.0,25.0,1.0,15
pheglro01,1978.0,14.0,1.0,15
phelpmi01,,,,0
phillbo01,1991.0,45.0,2.0,15
piatker01,1994.0,15.0,1.0,15
piercpa01,1998.0,10.0,1.0,15
piercri01,1982.0,18.0,1.0,15
pietkst01,1978.0,133.0,7.0,15
pietrmi01,2003.0,11.0,1.0,15
pincked01,1985.0,10.0,1.0,15
pippesc01,1987.0,5.0,1.0,15
pittmch01,,,,0
planizo01,2003.0,22.0,1.0,15
plummga01,1984.0,45.0,2.0,15
pollasc01,1997.0,19.0,1.0,15
polynol01,1987.0,8.0,1.0,15
pondequ01,2010.0,26.0,1.0,15
popema01,1996.0,52.0,2.0,15
poquebe01,1977.0,36.0,2.0,15
porteke01,,,,0
portete01,1985.0,24.0,1.0,15
poseyja01,1999.0,18.0,1.0,15
postela01,2000.0,39.0,2.0,15
potapvi01,1996.0,12.0,1.0,15
powele01,2006.0,49.0,2.0,15
poweljo01,,,,0
pressha01,1986.0,17.0,1.0,15
presspa01,1982.0,20.0,1.0,15
priceaj01,2009.0,52.0,2.0,15
pricebr01,1992.0,32.0,2.0,15
pricema01,1986.0,25.0,2.0,15
pricero01,,,,0
princta01,2002.0,23.0,1.0,15
pritcke01,1990.0,34.0,2.0,15
profila01,1999.0,38.0,2.0,15
przybjo01,2000.0,9.0,1.0,15
quinnbr01,1989.0,50.0,2.0,15
quinnch01,,,,0
radfoma01,1981.0,53.0,3.0,15
radjadi01,,,,0
radmavl01,2001.0,12.0,1.0,15
rainsed01,1981.0,30.0,2.0,15
rambiku01,1980.0,58.0,3.0,15
randama01,1991.0,26.0,1.0,15
randoan01,2008.0,14.0,1.0,15
randosh01,,,,0
randoza01,2001.0,19.0,1.0,15
ranseke01,1980.0,4.0,1.0,15
rasmubl01,1985.0,15.0,1.0,15
ratlith01,1995.0,18.0,1.0,15
raycl01,,,,0
rayja01,,,,0
rebraze01,,,,0
recasel01,,,,0
reddmi01,2000.0,43.0,2.0,15
redicjj01,2006.0,11.0,1.0,15
reedju01,2004.0,40.0,2.0,15
reevebr01,1995.0,6.0,1.0,15
reevekh01,1994.0,12.0,1.0,15
reiddo01,1995.0,58.0,2.0,15
reidjr01,1989.0,5.0,1.0,15
reidro01,1977.0,40.0,2.0,15
reineja01,,,,0
respesh01,1995.0,8.0,1.0,15
restake01,,,,0
reynoje01,1985.0,22.0,1.0,15
rhodero01,1997.0,24.0,1.0,15
ricegl01,1989.0,4.0,1.0,15
richach01,2007.0,41.0,2.0,15
richacl01,1979.0,36.0,2.0,15
richaja01,2001.0,5.0,1.0,15
richami01,,,,0
richapo01,1989.0,10.0,1.0,15
richaqu01,2000.0,18.0,1.0,15
richmmi01,1988.0,5.0,1.0,15
rideris01,1993.0,5.0,1.0,15
ridnolu01,2003.0,14.0,1.0,15
rileyer01,1993.0,33.0,2.0,15
riverda01,1988.0,25.0,1.0,15
riverdo01,1983.0,31.0,2.0,15
roberal01,1984.0,7.0,1.0,15
roberan01,1977.0,21.0,1.0,15
roberan02,,,,0
roberfr01,1982.0,27.0,2.0,15
roberla01,2005.0,55.0,2.0,15
roberst01,1991.0,23.0,1.0,15
robeyri01,1978.0,3.0,1.0,15
robinbe01,2004.0,45.0,2.0,15
robinbi01,,,,0
robinch01,1996.0,51.0,2.0,15
robincl01,,,,0
robincl02,1989.0,36.0,2.0,15
robinda01,1987.0,1.0,1.0,15
robined01,,,,0
robingl01,1994.0,1.0,1.0,15
robinja02,1993.0,21.0,1.0,15
robinla01,,,,0
robinna01,2005.0,21.0,1.0,15
robinru01,1990.0,10.0,1.0,15
robintr01,,,,0
robisda01,,,,0
rochejo01,,,,0
rodmade01,1986.0,27.0,2.0,15
rodrise01,2006.0,27.0,1.0,15
roelo01,1995.0,30.0,2.0,15
rogerca01,1994.0,11.0,1.0,15
rogerjo01,1986.0,34.0,2.0,15
rogerro01,1993.0,9.0,1.0,15
rogerro02,1996.0,22.0,1.0,15
rollitr01,1977.0,14.0,1.0,15
romarlo01,1980.0,141.0,7.0,15
rondora01,2006.0,21.0,1.0,15
rooksse01,1992.0,30.0,2.0,15
rosede01,2008.0,1.0,1.0,15
roseja01,1994.0,13.0,1.0,15
rosema01,1996.0,44.0,2.0,15
rossqu01,,,,0
rothsc01,1985.0,82.0,4.0,15
roundda01,,,,0
rowsobr01,1987.0,34.0,2.0,15
royaldo01,1987.0,52.0,3.0,15
roybr01,2006.0,6.0,1.0,15
roziecl01,1994.0,16.0,1.0,15
ruddde01,,,,0
ruffimi01,1999.0,32.0,2.0,15
ruffitr01,,,,0
rulanje01,1980.0,25.0,2.0,15
rushbr01,2008.0,13.0,1.0,15
rushka01,2002.0,20.0,1.0,15
russebr01,1993.0,45.0,2.0,15
russeca02,,,,0
russewa01,1982.0,78.0,4.0,15
sabonar01,,,,0
sallejo01,1986.0,11.0,1.0,15
salmojo01,2002.0,26.0,1.0,15
sampsja01,2002.0,46.0,2.0,15
sampsra01,1983.0,1.0,1.0,15
samuesa01,,,,0
sandeje01,1989.0,20.0,1.0,15
sandela01,2010.0,15.0,1.0,15
sandemi01,1982.0,74.0,4.0,15
santida01,,,,0
satteke01,2001.0,53.0,2.0,15
scalabr01,2001.0,34.0,2.0,15
schayda01,,,,0
schefst01,1990.0,39.0,2.0,15
schindw01,1990.0,24.0,1.0,15
schoeru01,1982.0,45.0,2.0,15
schrede01,1985.0,8.0,1.0,15
scolalu01,,,,0
scottal01,1977.0,136.0,7.0,15
scottby01,1983.0,4.0,1.0,15
scottde01,1990.0,4.0,1.0,15
scottsh01,1994.0,43.0,2.0,15
scurrca01,1985.0,37.0,2.0,15
sealyma01,1992.0,14.0,1.0,15
sefolth01,2006.0,13.0,1.0,15
seikaro01,1988.0,9.0,1.0,15
sellebr01,1986.0,9.0,1.0,15
serapke01,2010.0,17.0,1.0,15
sesayan01,1998.0,30.0,2.0,15
sessira01,2007.0,56.0,2.0,15
seungha01,,,,0
shackch01,1988.0,32.0,2.0,15
shaskjo01,1986.0,61.0,3.0,15
shawbr01,1988.0,24.0,1.0,15
sheltlo01,1976.0,25.0,2.0,15
shortpu01,1978.0,5.0,1.0,15
shumajo01,,,,0
sichtje01,1979.0,82.0,4.0,15
sikmaja01,1977.0,8.0,1.0,15
silasja01,,,,0
simmobo01,2001.0,41.0,2.0,15
simmoli01,1990.0,7.0,1.0,15
simpkdi01,1994.0,21.0,1.0,15
singlja01,,,,0
skilesc01,1986.0,22.0,1.0,15
skinnbr01,1998.0,22.0,1.0,15
slatere01,,,,0
slayta01,2002.0,53.0,2.0,15
smithch01,1988.0,3.0,1.0,15
smithch03,1992.0,34.0,2.0,15
smithch04,1997.0,26.0,1.0,15
smithcr01,2006.0,36.0,2.0,15
smithde02,1982.0,35.0,2.0,15
smithdo03,1991.0,6.0,1.0,15
smithdo04,2004.0,34.0,2.0,15
smithis01,,,,0
smithja01,2000.0,45.0,2.0,15
smithja02,2007.0,20.0,1.0,15
smithjo02,1995.0,1.0,1.0,15
smithjo03,2004.0,17.0,1.0,15
smithjr01,2004.0,18.0,1.0,15
smithke01,1987.0,6.0,1.0,15
smithla01,1980.0,24.0,2.0,15
smithla02,1991.0,19.0,1.0,15
smithmi01,1989.0,13.0,1.0,15
smithmi02,1994.0,35.0,2.0,15
smithot01,1986.0,41.0,2.0,15
smithph01,,,,0
smithra01,,,,0
smithro01,1977.0,65.0,3.0,15
smithst01,,,,0
smithth01,,,,0
smithto02,1990.0,51.0,2.0,15
smitsri01,1988.0,2.0,1.0,15
smrekmi01,1985.0,25.0,2.0,15
snower01,1995.0,43.0,2.0,15
snydeki01,2004.0,16.0,1.0,15
soberri01,,,,0
solomwi01,2001.0,32.0,2.0,15
songada01,2002.0,49.0,2.0,15
sowpa01,2004.0,47.0,2.0,15
spanaji01,1979.0,16.0,1.0,15
sparrro01,1980.0,75.0,4.0,15
speigma01,2008.0,16.0,1.0,15
spencan01,,,,0
spencel01,1992.0,25.0,1.0,15
spencfe01,1990.0,6.0,1.0,15
splitti01,2007.0,28.0,1.0,15
sprewla01,1992.0,24.0,1.0,15
sprigla01,1981.0,81.0,4.0,15
stackje01,1995.0,3.0,1.0,15
stackry01,1998.0,48.0,2.0,15
stanste01,1984.0,15.0,1.0,15
starkjo01,,,,0
stepavl01,1998.0,27.0,1.0,15
stephla01,2010.0,40.0,2.0,15
steppbr01,1982.0,17.0,1.0,15
stevede01,2000.0,23.0,1.0,15
stewala01,,,,0
stewami01,,,,0
stipast01,1983.0,2.0,1.0,15
stithbr01,1992.0,13.0,1.0,15
stockjo01,1984.0,16.0,1.0,15
stojape01,1996.0,14.0,1.0,15
storeaw01,,,,0
stoudam01,2002.0,9.0,1.0,15
stoudda01,1995.0,7.0,1.0,15
stoudsa01,2005.0,31.0,2.0,15
stricer01,,,,0
stricma01,,,,0
stricro02,1988.0,19.0,1.0,15
stronde01,1990.0,47.0,2.0,15
stuckro01,2007.0,15.0,1.0,15
summeda01,2009.0,35.0,2.0,15
sundobr01,1998.0,35.0,2.0,15
sundvjo01,1983.0,16.0,1.0,15
surabo01,1995.0,17.0,1.0,15
suttogr01,1991.0,49.0,2.0,15
sweetmi01,,,,0
swiftro01,2004.0,12.0,1.0,15
swiftst01,2000.0,2.0,1.0,15
szczewa02,1999.0,6.0,1.0,15
tabakza01,1991.0,51.0,2.0,15
tarplro01,1986.0,7.0,1.0,15
taylobr01,,,,0
taylodo01,,,,0
tayloje02,2009.0,32.0,2.0,15
taylojo01,1997.0,17.0,1.0,15
tayloma01,1997.0,14.0,1.0,15
teaglte01,1982.0,16.0,1.0,15
teaguje01,2009.0,19.0,1.0,15
telfase01,2004.0,13.0,1.0,15
templga01,,,,0
terryca01,1978.0,104.0,5.0,15
terryja01,1999.0,10.0,1.0,15
thabeha01,2009.0,2.0,1.0,15
theusre01,1978.0,9.0,1.0,15
thibepe01,1983.0,77.0,4.0,15
thirdda01,1982.0,15.0,1.0,15
thomabi01,,,,0
thomaet01,2000.0,12.0,1.0,15
thomais01,1981.0,2.0,1.0,15
thomaji01,1983.0,40.0,2.0,15
thomajo02,1997.0,25.0,1.0,15
thomake01,1999.0,22.0,1.0,15
thomaku01,1995.0,10.0,1.0,15
thomati01,1997.0,7.0,1.0,15
thomaty01,2006.0,4.0,1.0,15
thompbe01,1984.0,19.0,1.0,15
thompbi01,1986.0,19.0,1.0,15
thompbr01,1994.0,27.0,1.0,15
thompda01,1978.0,90.0,5.0,15
thompja02,2008.0,12.0,1.0,15
thompla01,1982.0,5.0,1.0,15
thompmy01,1978.0,1.0,1.0,15
thomppa01,1983.0,50.0,3.0,15
thornal01,2007.0,14.0,1.0,15
thornbo01,1984.0,87.0,4.0,15
thornma01,2009.0,43.0,2.0,15
thorpot01,1984.0,9.0,1.0,15
threase01,1983.0,139.0,6.0,15
tillida01,1982.0,23.0,1.0,15
tinslja01,2001.0,27.0,1.0,15
tisdawa01,1985.0,2.0,1.0,15
tolbera01,1981.0,18.0,1.0,15
tolbeto01,1988.0,34.0,2.0,15
tollian01,,,,0
tomjaru01,,,,0
toneyan01,1980.0,8.0,1.0,15
toneyse01,1985.0,59.0,3.0,15
torreos01,,,,0
traylro01,1998.0,6.0,1.0,15
trentga01,1995.0,11.0,1.0,15
tripuke01,1981.0,12.0,1.0,15
tsakaja01,2000.0,25.0,1.0,15
tskitni01,2002.0,5.0,1.0,15
tuckepj01,2006.0,35.0,2.0,15
tucketr01,1982.0,6.0,1.0,15
turiaro01,2005.0,37.0,2.0,15
turkohe01,2000.0,16.0,1.0,15
turnean01,1986.0,69.0,3.0,15
turneel01,1981.0,43.0,2.0,15
turneev01,2010.0,2.0,1.0,15
turnehe02,,,,0
turneje01,1984.0,17.0,1.0,15
turpime01,,,,0
tylerte01,1978.0,23.0,2.0,15
udohek01,2010.0,6.0,1.0,15
udokaim01,,,,0
udrihbe01,2004.0,28.0,1.0,15
