rep,k,members,pac,silhouette_consensus,mean_within_coassoc,min_size,max_size,median_stability,frac_stable,selected
summary_latent_min3seasons,2,8,0.034406236622303105,0.985275825049579,0.9890055494398072,572,872,0.9941829314963643,0.9993074792243767,False
summary_latent_min3seasons,3,8,0.08162242788281569,0.9454067119164415,0.9672173126371734,414,615,0.9918079096045198,0.9923822714681441,True
summary_latent_min3seasons,4,8,0.16185981421438486,0.8660882051001412,0.9047665338924799,312,463,0.9348845598845599,0.9813019390581718,False
summary_latent_min3seasons,5,8,0.20725807844921418,0.7762184129028405,0.8371521510407725,215,391,0.8870716510903427,0.9632963988919667,False
summary_latent_min3seasons,6,8,0.29295212536209764,0.528872759237256,0.7179859478499296,131,350,0.6718788374948833,0.8234072022160664,False
summary_latent_min3seasons,7,8,0.18314319006839783,0.7022687427335109,0.7783456836831776,129,320,0.7964950980392156,0.9418282548476454,False
summary_latent_min3seasons,8,8,0.19395188924274798,0.6948699404996033,0.7825307203904901,112,302,0.8117204633791499,0.9383656509695291,False
summary_latent_min3seasons,9,8,0.1706307842041914,0.6014606906487744,0.7463011094577613,24,412,0.7735772357723578,0.8511080332409973,False
summary_latent_min3seasons,10,8,0.18873614718490064,0.5932424333119457,0.7079866146550857,82,238,0.741350210970464,0.896814404432133,False
summary_latent_min3seasons,11,8,0.16780982985969137,0.5933895460434773,0.7328296271048079,52,208,0.7356364839415686,0.881578947368421,False
summary_latent_min3seasons,12,8,0.16263440086154768,0.5530429228277217,0.6837742003724734,10,213,0.7019283125791571,0.8337950138504155,False
