player_id,name,debut,last,span,n_valid,n_gaps,career_games,career_mp,mean_per,peak_per,sd_per,min_mp_valid,pos_mode,all_star_n,all_nba_n,mvp_top5_n,mean_bpm,mean_ws,sum_ws,sum_vorp,mean_usg,mean_ts,debut_age
alexaco02,Courtney Alexander,2001,2003,3,3,0,187,4067,11.5,13.6,1.7568911937472578,1325.0,PG,0,0,0,-3.6666666666666665,1.3666666666666665,4.1,-1.8,21.63333333333333,0.488,23.0
alexavi01,Victor Alexander,1992,1995,4,4,0,286,5755,13.75,14.3,0.5678908345800273,1237.0,C,0,0,0,-2.15,2.225,8.9,-0.09999999999999998,19.325,0.5445,22.0
alforst01,Steve Alford,1988,1991,4,4,0,169,1641,15.675,20.5,3.977672057875058,197.0,PG,0,0,0,0.025000000000000022,0.8,3.2,0.4,21.1,0.529,23.0
allenma01,Malik Allen,2002,2011,10,10,0,478,7262,9.78,15.0,3.374255473434103,161.0,PF,0,0,0,-3.63,0.6799999999999999,6.8,-3.4,16.740000000000002,0.4559,23.0
allenra02,Ray Allen,1997,2014,18,18,0,1300,46344,18.33888888888889,22.9,3.1840119501605884,1565.0,SG,10,2,0,2.7944444444444447,8.066666666666666,145.2,57.5,23.555555555555557,0.5823333333333333,21.0
allento01,Tony Allen,2005,2018,14,14,0,820,18055,13.914285714285713,18.4,2.3654830804894025,273.0,SG,0,0,0,-0.04999999999999995,2.7785714285714285,38.9,10.4,19.064285714285717,0.5330714285714286,23.0
alstora01,Rafer Alston,2000,2010,11,11,0,671,19392,12.327272727272726,16.5,3.1755002208931686,288.0,PG,0,0,0,-1.0363636363636364,2.9818181818181815,32.8,9.700000000000001,18.954545454545457,0.4649090909090908,23.0
amaecjo01,John Amaechi,1996,2003,8,5,3,294,4811,6.7,13.2,3.843435962781219,357.0,C,0,0,0,-6.779999999999999,0.07999999999999999,0.3999999999999999,-4.1,20.040000000000003,0.4358000000000001,25.0
aminual01,Al-Farouq Aminu,2011,2021,11,11,0,711,17698,11.563636363636364,14.4,2.0693752800269882,380.0,SF,0,0,0,-1.0636363636363635,2.5181818181818185,27.700000000000003,6.4,15.018181818181814,0.501090909090909,20.0
amundlo01,Lou Amundson,2009,2016,8,8,0,428,5507,10.95,14.4,2.317326045251294,185.0,PF,0,0,0,-4.25,0.8375000000000001,6.700000000000001,-1.8000000000000003,15.7375,0.45787500000000003,26.0
anderal01,Alan Anderson,2006,2017,12,8,4,330,6793,9.5125,12.6,2.0300477211139643,192.0,SF,0,0,0,-3.1624999999999996,0.9000000000000001,7.200000000000001,-0.9,17.4625,0.520375,23.0
anderch01,Chris Andersen,2002,2017,16,14,2,695,12273,16.107142857142858,19.0,2.2524476482624993,114.0,C,0,0,0,0.3857142857142857,2.842857142857143,39.800000000000004,9.0,14.050000000000002,0.5696428571428571,23.0
anderde01,Derek Anderson,1998,2008,11,11,0,615,17975,14.5,17.1,2.4624452001285966,396.0,SG,0,0,0,0.41818181818181815,3.972727272727272,43.699999999999996,13.4,20.054545454545455,0.529,23.0
andergr01,Greg Anderson,1988,1998,11,10,1,680,14040,12.100000000000001,14.9,2.3216373532487795,344.0,PF,0,0,0,-3.2199999999999998,1.8599999999999999,18.599999999999998,-3.6,15.49,0.5059,23.0
anderja01,James Anderson,2011,2016,6,5,1,247,4320,9.620000000000001,13.9,2.645297714813968,286.0,SG,0,0,0,-2.38,0.66,3.3000000000000003,-0.8,16.240000000000002,0.51,21.0
anderjj01,J.J. Anderson,1983,1985,3,3,0,157,1970,11.166666666666666,13.7,2.266176417571138,311.0,SF,0,0,0,-2.6,0.8666666666666667,2.6,-2.7755575615628914e-17,18.566666666666666,0.46466666666666673,22.0
anderke01,Kenny Anderson,1992,2005,14,14,0,858,25868,15.292857142857143,19.5,2.9953450279950546,743.0,PG,1,0,0,0.45000000000000007,4.450000000000001,62.30000000000001,21.900000000000002,20.507142857142856,0.4912142857142857,21.0
anderni01,Nick Anderson,1990,2002,13,13,0,800,24922,14.33846153846154,19.6,4.1379181799433065,169.0,SG,0,0,0,0.9230769230769232,4.253846153846154,55.3,24.699999999999996,20.93846153846154,0.4989230769230769,22.0
anderri01,Richard Anderson,1983,1990,8,6,2,407,6002,12.5,14.6,1.4651507317223937,312.0,PF,0,0,0,-0.9333333333333332,1.2833333333333332,7.699999999999999,1.4,18.233333333333334,0.4811666666666666,22.0
anderro01,Ron Anderson,1985,1994,10,10,0,664,15112,13.74,16.2,2.1133859089148865,356.0,SF,0,0,0,-1.42,2.42,24.2,2.5000000000000004,20.43,0.513,26.0
anderry01,Ryan Anderson,2009,2019,11,11,0,649,16769,15.663636363636364,21.2,4.333646947752966,322.0,PF,0,0,0,0.5454545454545453,4.263636363636364,46.9,12.8,20.354545454545455,0.5513636363636363,20.0
andersh01,Shandon Anderson,1997,2006,10,10,0,719,15946,11.129999999999999,15.7,2.77093846918332,638.0,SG,0,0,0,-1.58,2.3600000000000003,23.6,3.0000000000000004,16.86,0.5256,23.0
anderwi01,Willie Anderson,1989,1997,9,9,0,555,15974,12.855555555555554,16.6,2.3219298061507714,303.0,SG,0,0,0,-0.35555555555555574,3.111111111111111,28.0,8.699999999999998,19.244444444444444,0.5154444444444445,22.0
anstech01,Chris Anstey,1998,2000,3,3,0,155,2157,12.5,15.1,2.4589970855343988,470.0,C,0,0,0,-3.1666666666666665,0.9333333333333332,2.8,-0.5,20.6,0.46166666666666667,23.0
anthoca01,Carmelo Anthony,2004,2022,19,19,0,1260,43514,18.83157894736842,24.8,4.03589846927467,294.0,SF,10,6,1,1.0473684210526315,5.715789473684209,108.59999999999998,36.70000000000001,28.91578947368421,0.5402105263157896,19.0
anthogr01,Greg Anthony,1992,2002,11,11,0,757,15850,14.409090909090908,18.6,2.36045240095836,806.0,PG,0,0,0,1.390909090909091,3.254545454545455,35.800000000000004,13.299999999999999,18.39090909090909,0.5141818181818182,24.0
anthojo01,Joel Anthony,2008,2017,10,9,1,490,7056,10.077777777777776,14.7,2.047099724964716,122.0,C,0,0,0,-2.244444444444445,1.6777777777777778,15.1,0.3999999999999999,8.322222222222221,0.5502222222222222,25.0
araujra01,Rafael Araújo,2005,2007,3,3,0,139,1585,6.633333333333333,8.3,1.586050300449376,248.0,C,0,0,0,-6.766666666666667,-0.13333333333333333,-0.4,-2.1,16.0,0.4466666666666667,24.0
architi01,Tiny Archibald,1980,1984,5,5,0,340,10700,13.36,15.3,1.6894969665554302,1038.0,PG,3,1,1,-0.58,5.06,25.299999999999997,4.8,17.4,0.5466,31.0
arenagi01,Gilbert Arenas,2002,2012,11,10,1,552,19351,17.830000000000002,24.0,4.5119951241108405,211.0,PG,3,3,0,1.7100000000000002,5.1,50.99999999999999,22.3,26.660000000000004,0.5362,20.0
arizatr01,Trevor Ariza,2005,2022,18,18,0,1118,32953,12.955555555555556,16.2,2.171845662160853,462.0,SF,0,0,0,0.4499999999999999,3.572222222222222,64.3,21.900000000000002,16.28888888888889,0.5317777777777777,19.0
