rep,k,members,pac,silhouette_consensus,mean_within_coassoc,min_size,max_size,median_stability,frac_stable,selected
shape_latent,2,8,0.04125529868556976,0.9831924300777128,0.9868704124173437,830,846,0.9935378252627951,0.9988066825775657,False
shape_latent,3,8,0.05663163894133153,0.9745140670651188,0.9775600294000699,400,663,0.9887588116817725,1.0,True
shape_latent,4,8,0.10940761585865422,0.8998521550307459,0.9196088620702885,301,560,0.9629186289900574,0.9880668257756563,False
shape_latent,5,8,0.2792234531400278,0.6958805218800177,0.7818215651508369,151,507,0.7963674007152268,0.9761336515513126,False
shape_latent,6,8,0.2337398924233249,0.7050607644981661,0.7792978210359701,156,405,0.831352306547619,0.9516706443914081,False
shape_latent,7,8,0.22624087201225376,0.632825737693014,0.7318028582437055,130,369,0.7725462962962963,0.918854415274463,False
shape_latent,8,8,0.23026039254799985,0.6034893252997874,0.7233966589338972,98,421,0.728135124833238,0.899164677804296,False
shape_latent,9,8,0.19816834681010223,0.6255945364494073,0.7379276203284706,94,301,0.7838636876551569,0.8842482100238663,False
shape_latent,10,8,0.18039326042816942,0.5817880206874995,0.716345459105772,11,293,0.7363420192638459,0.8550119331742243,False
shape_latent,11,8,0.17163609161828092,0.5772277391886768,0.6877604201498211,67,305,0.7161094087959625,0.8269689737470167,False
shape_latent,12,8,0.15415951269903466,0.5633947074099047,0.6576590913464583,4,319,0.6777777777777778,0.8156324582338902,False
