rep,k,members,pac,silhouette_consensus,mean_within_coassoc,min_size,max_size,median_stability,frac_stable,selected
raw_copula2_latent,2,8,0.02357211555587219,0.9894638246568876,0.9916686271644556,780,896,0.9959869646182495,0.9994033412887828,False
raw_copula2_latent,3,8,0.0732910625868272,0.964692372326698,0.9745429994409065,303,830,0.9848354299500258,0.9982100238663485,True
raw_copula2_latent,4,8,0.15556157161685605,0.8743892063341335,0.9174489171646361,172,584,0.9475789483237349,0.9880668257756563,False
raw_copula2_latent,5,8,0.1938175471093221,0.8040185194416013,0.865993696186947,136,436,0.9022495894909688,0.9719570405727923,False
raw_copula2_latent,6,8,0.12100452391978057,0.8405335198922479,0.8754038284023862,103,357,0.9250410509031197,0.9826968973747017,False
raw_copula2_latent,7,8,0.1258889324261746,0.8135165791949547,0.8692823139281474,79,332,0.9212301587301588,0.9683770883054893,False
raw_copula2_latent,8,8,0.20688775691946,0.5698613519409882,0.7078506733867391,67,332,0.7176847662141779,0.8979713603818615,False
raw_copula2_latent,9,8,0.21211056887400706,0.5251040755402929,0.7047320788923906,41,241,0.6760504201680673,0.8287589498806682,False
raw_copula2_latent,10,8,0.16196060271435186,0.6616198227875248,0.7683077755230017,42,228,0.7760270774976656,0.9313842482100239,False
raw_copula2_latent,11,8,0.18162362412282265,0.48696773956996875,0.6608846552385765,39,270,0.6433337688648363,0.8036992840095465,False
raw_copula2_latent,12,8,0.1662665194314822,0.4979896946981113,0.6832488185937101,40,284,0.6632814578345305,0.8054892601431981,False
